lang,co,link,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,sum,tot
zh-TW,Federated States of Micronesia,https://zh-classical.wikipedia.org/wiki/%E5%AF%86%E5%85%8B%E7%BE%85%E5%B0%BC%E8%A5%BF%E4%BA%9E%E8%81%AF%E9%82%A6, 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0,  3128
co,Federated States of Micronesia,https://co.wikipedia.org/wiki/Federazione_di_i_Stati_Micronesiani, 0,  0,  0,  2,  1, 0,   1,  6,  0, 0, 0,  10,  4162
hr,Federated States of Micronesia,https://hr.wikipedia.org/wiki/Savezne_Dr%C5%BEave_Mikronezije, 0,  0,  0,  0,  0, 0,   0,  6,  2, 0, 0,   8,  7633
cs,Federated States of Micronesia,https://cs.wikipedia.org/wiki/Federativn%C3%AD_st%C3%A1ty_Mikron%C3%A9sie, 0,  0,  1,  4,  2, 0,   0,  7,  4, 2, 0,  20, 15482
da,Federated States of Micronesia,https://da.wikipedia.org/wiki/Mikronesien, 0,  0,  1,  6,  0, 0,   6,  7,  3, 0, 0,  23, 10195
nl,Federated States of Micronesia,https://nl.wikipedia.org/wiki/Micronesi%C3%AB_(land), 0,  0,  2,  5,  1, 0,   3, 16,  2, 0, 0,  29, 14295
en,Federated States of Micronesia,https://en.wikipedia.org/wiki/Federated_States_of_Micronesia, 0,  0,  3, 17, 15, 0,  78, 44,  7, 0, 0, 164, 55155
eo,Federated States of Micronesia,https://eo.wikipedia.org/wiki/Federacio_de_Mikronezio, 0,  0,  0,  0,  0, 0,   2,  6,  4, 0, 0,  12,  6439
et,Federated States of Micronesia,https://et.wikipedia.org/wiki/Mikroneesia_Liiduriigid, 0,  0,  0,  2,  5, 0,   5,  4,  5, 3, 0,  24, 21401
tl,Federated States of Micronesia,https://tl.wikipedia.org/wiki/Micronesia_(bansa), 0,  0,  0,  0,  1, 0,   5,  2,  0, 0, 0,   8,  5188
fi,Federated States of Micronesia,https://fi.wikipedia.org/wiki/Mikronesian_liittovaltio, 0,  0,  1,  3,  5, 0,   3,  9,  5, 0, 0,  26, 17313
fr,Federated States of Micronesia,https://fr.wikipedia.org/wiki/%C3%89tats_f%C3%A9d%C3%A9r%C3%A9s_de_Micron%C3%A9sie, 0,  0,  2, 77, 31, 0,  42, 58, 56, 1, 0, 267, 84294
fy,Federated States of Micronesia,https://fy.wikipedia.org/wiki/Mikroneezje_(l%C3%A2n), 0,  0,  0,  2,  1, 0,   7, 15, 10, 0, 0,  35,  4951
gl,Federated States of Micronesia,https://gl.wikipedia.org/wiki/Estados_Federados_de_Micronesia, 0,  0,  1,  7,  3, 0,  15, 28, 18, 0, 0,  72, 18954
ka,Federated States of Micronesia,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%98%E1%83%99%E1%83%A0%E1%83%9D%E1%83%9C%E1%83%94%E1%83%96%E1%83%98%E1%83%98%E1%83%A1_%E1%83%A4%E1%83%94%E1%83%93%E1%83%94%E1%83%A0%E1%83%90%E1%83%AA%E1%83%98%E1%83%A3%E1%83%9A%E1%83%98_%E1%83%A8%E1%83%A2%E1%83%90%E1%83%A2%E1%83%94%E1%83%91%E1%83%98, 0,  0,  2, 14, 10, 0,  11,  7,  6, 0, 0,  50, 15444
de,Federated States of Micronesia,https://de.wikipedia.org/wiki/F%C3%B6derierte_Staaten_von_Mikronesien, 0,  0,  4, 21, 16, 0,  49, 53, 16, 2, 0, 161, 27989
el,Federated States of Micronesia,https://el.wikipedia.org/wiki/%CE%9F%CE%BC%CF%8C%CF%83%CF%80%CE%BF%CE%BD%CE%B4%CE%B5%CF%82_%CE%A0%CE%BF%CE%BB%CE%B9%CF%84%CE%B5%CE%AF%CE%B5%CF%82_%CF%84%CE%B7%CF%82_%CE%9C%CE%B9%CE%BA%CF%81%CE%BF%CE%BD%CE%B7%CF%83%CE%AF%CE%B1%CF%82, 0,  0,  0,  7,  2, 0,   3, 19,  6, 1, 0,  38, 22386
ht,Federated States of Micronesia,https://ht.wikipedia.org/wiki/Mikwonezi_(peyi), 0,  0,  1,  5,  1, 0,   7,  2,  2, 0, 0,  18,  4627
ha,Federated States of Micronesia,https://ha.wikipedia.org/wiki/Mikroneziya, 0,  0,  0,  6, 10, 0,  26,  6,  2, 0, 0,  50,  5745
hi,Federated States of Micronesia,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A5%80%E0%A4%95%E0%A5%83%E0%A4%A4_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%AE%E0%A4%BE%E0%A4%87%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,  1,  4,  4, 0,   8,  5,  0, 1, 0,  23,  5628
hu,Federated States of Micronesia,https://hu.wikipedia.org/wiki/Mikron%C3%A9ziai_Sz%C3%B6vets%C3%A9gi_%C3%81llamok, 0,  0, 19,  7, 29, 0,  30, 14,  9, 1, 0, 109, 23391
is,Federated States of Micronesia,https://is.wikipedia.org/wiki/M%C3%ADkr%C3%B3nes%C3%ADa_(r%C3%ADki), 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0,  8603
id,Federated States of Micronesia,https://id.wikipedia.org/wiki/Federasi_Mikronesia, 0,  0,  0, 50, 12, 1,  56, 20,  7, 3, 0, 149, 28105
ga,Federated States of Micronesia,https://ga.wikipedia.org/wiki/St%C3%A1it_Ch%C3%B3naidhme_na_Micrin%C3%A9ise, 0,  0,  0,  3,  0, 0,   4,  6,  1, 0, 0,  14,  6377
it,Federated States of Micronesia,https://it.wikipedia.org/wiki/Stati_Federati_di_Micronesia, 1,  0,  1, 15,  6, 0,   7, 19,  2, 2, 0,  53, 26407
ja,Federated States of Micronesia,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%82%AF%E3%83%AD%E3%83%8D%E3%82%B7%E3%82%A2%E9%80%A3%E9%82%A6, 0,  0,  4, 76,  8, 0,  21, 54,  4, 1, 0, 168, 13117
jw,Federated States of Micronesia,https://jv.wikipedia.org/wiki/P%C3%A8dherasi_Mikron%C3%A9sia, 0,  1,  0,  1,  5, 0,   1,  9,  0, 0, 0,  17,  6485
kn,Federated States of Micronesia,https://kn.wikipedia.org/wiki/%E0%B2%AE%E0%B3%88%E0%B2%95%E0%B3%8D%E0%B2%B0%E0%B3%8A%E0%B2%A8%E0%B3%87%E0%B2%B7%E0%B3%8D%E0%B2%AF%E0%B2%A6_%E0%B2%B8%E0%B2%82%E0%B2%AF%E0%B3%81%E0%B2%95%E0%B3%8D%E0%B2%A4_%E0%B2%B0%E0%B2%BE%E0%B2%9C%E0%B3%8D%E0%B2%AF%E0%B2%97%E0%B2%B3%E0%B3%81, 0,  0,  0,  0,  4, 0,   0,  3,  0, 0, 0,   7,  4620
kk,Federated States of Micronesia,https://kk.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%8F_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F%D0%BB%D1%8B%D2%9B_%D0%A8%D1%82%D0%B0%D1%82%D1%82%D0%B0%D1%80%D1%8B, 0,  0,  0, 13,  6, 0,  21,  7,  2, 1, 0,  50, 12171
ko,Federated States of Micronesia,https://ko.wikipedia.org/wiki/%EB%AF%B8%ED%81%AC%EB%A1%9C%EB%84%A4%EC%8B%9C%EC%95%84_%EC%97%B0%EB%B0%A9, 0,  0,  0,  4,  3, 0,   8,  5,  2, 0, 0,  22,  8611
ku,Federated States of Micronesia,https://ku.wikipedia.org/wiki/Dewlet%C3%AAn_Federal_%C3%AAn_M%C3%AEkronezyay%C3%AA, 0,  0,  0,  2,  4, 0,   6,  8,  0, 0, 0,  20,  6741
ky,Federated States of Micronesia,https://ky.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%8F_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%B4%D0%B8%D0%BA_%D0%A8%D1%82%D0%B0%D1%82%D1%82%D0%B0%D1%80%D1%8B, 0,  0,  2,  3,  5, 0,   6, 12,  0, 0, 0,  28,  6800
la,Federated States of Micronesia,https://la.wikipedia.org/wiki/Civitates_Foederatae_Micronesiae, 0,  0,  6, 10,  7, 0,  20, 28,  2, 0, 0,  73, 13946
lv,Federated States of Micronesia,https://lv.wikipedia.org/wiki/Mikron%C4%93zija_(valsts), 0,  0,  0,  0,  2, 0,   2,  2,  0, 0, 0,   6,  7811
lt,Federated States of Micronesia,https://lt.wikipedia.org/wiki/Mikronezijos_Federacin%C4%97s_Valstijos, 0,  0,  0,  2,  5, 2,   5,  4,  5, 1, 0,  24, 12506
lb,Federated States of Micronesia,https://lb.wikipedia.org/wiki/Feder%C3%A9iert_Staate_vu_Mikronesien, 0,  2,  1, 15,  2, 0,   4,  7,  0, 0, 0,  31,  4849
mk,Federated States of Micronesia,https://mk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%98%D1%83%D0%B7%D0%BD%D0%B8_%D0%94%D1%80%D0%B6%D0%B0%D0%B2%D0%B8_%D0%BD%D0%B0_%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%98%D0%B0, 0,  0,  0,  5,  1, 0,   5,  6,  3, 0, 0,  20, 12883
mg,Federated States of Micronesia,https://mg.wikipedia.org/wiki/Mikr%C3%B4nezia, 0,  0,  1, 10,  2, 0,  11,  8,  0, 0, 0,  32,  4703
ms,Federated States of Micronesia,https://ms.wikipedia.org/wiki/Persekutuan_Mikronesia, 0,  1,  1,  4,  2, 0,  16, 12,  0, 1, 0,  37, 18176
ml,Federated States of Micronesia,https://ml.wikipedia.org/wiki/%E0%B4%AB%E0%B5%86%E0%B4%A1%E0%B4%B1%E0%B5%87%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B4%A1%E0%B5%8D_%E0%B4%B8%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B5%87%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%B8%E0%B5%8D_%E0%B4%93%E0%B4%AB%E0%B5%8D_%E0%B4%AE%E0%B5%88%E0%B4%95%E0%B5%8D%E0%B4%B0%E0%B5%8B%E0%B4%A8%E0%B5%87%E0%B4%B7%E0%B5%8D%E0%B4%AF, 1,  0,  0,  1,  1, 0,   8,  3,  2, 0, 0,  16, 24180
mt,Federated States of Micronesia,https://mt.wikipedia.org/wiki/Stati_Federati_tal-Mikrone%C5%BCja, 0,  0,  0,  1,  1, 0,   1,  1,  0, 0, 0,   4,  6115
mi,Federated States of Micronesia,https://mi.wikipedia.org/wiki/Wehenga_Whakaminenga_o_Maikoron%C4%ABhia, 0,  0,  3,  6, 16, 0,   8, 17,  0, 0, 0,  50,  4753
mr,Federated States of Micronesia,https://mr.wikipedia.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%AF%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%AF%E0%A4%BE_(%E0%A4%A6%E0%A5%87%E0%A4%B6), 0,  0,  0,  3,  3, 0,   4,  3,  1, 0, 0,  14,  5042
mn,Federated States of Micronesia,https://mn.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D0%B9%D0%BD_%D0%A5%D0%BE%D0%BB%D0%B1%D0%BE%D0%BE%D0%BD%D1%8B_%D0%A3%D0%BB%D1%81, 0,  0,  0,  4,  8, 0,  17,  9,  1, 1, 0,  40, 10046
my,Federated States of Micronesia,https://my.wikipedia.org/wiki/%E1%80%99%E1%80%AD%E1%80%AF%E1%80%80%E1%80%BA%E1%80%81%E1%80%9B%E1%80%AD%E1%80%AF%E1%80%94%E1%80%AE%E1%80%B8%E1%80%9B%E1%80%BE%E1%80%AC%E1%80%B8%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0, 12, 44, 17, 0,  17, 19,  4, 0, 0, 113,  7050
no,Federated States of Micronesia,https://no.wikipedia.org/wiki/Mikronesiaf%C3%B8derasjonen, 0,  0,  0,  3,  4, 0,   6,  5,  1, 0, 1,  20, 14328
ps,Federated States of Micronesia,https://ps.wikipedia.org/wiki/%D8%AF_%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D9%86%D8%B2%D9%8A_%D9%81%D8%AF%D8%B1%D8%A7%D9%84_%D9%BC%D8%A7%D9%BE%D9%88%DA%AB%D8%A7%D9%86, 0,  0,  0,  1,  1, 0,   1,  1,  1, 0, 0,   5,  3867
fa,Federated States of Micronesia,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%81%D8%AF%D8%B1%D8%A7%D9%84_%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D9%86%D8%B2%DB%8C, 0,  0,  1, 55, 15, 0,  24, 52, 18, 0, 0, 165, 31819
pl,Federated States of Micronesia,https://pl.wikipedia.org/wiki/Mikronezja, 0,  0,  2,  5,  0, 0,  25,  5,  0, 0, 0,  37, 12416
pt,Federated States of Micronesia,https://pt.wikipedia.org/wiki/Estados_Federados_da_Micron%C3%A9sia, 0,  0,  1,  8,  8, 0,  23, 17,  6, 0, 0,  63, 21121
pa,Federated States of Micronesia,https://pa.wikipedia.org/wiki/%E0%A8%AE%E0%A8%BE%E0%A8%88%E0%A8%95%E0%A9%8D%E0%A8%B0%E0%A9%8B%E0%A8%A8%E0%A9%87%E0%A8%B8%E0%A8%BC%E0%A9%80%E0%A8%86_%E0%A8%A6%E0%A9%87_%E0%A8%B8%E0%A9%B0%E0%A8%98%E0%A9%80_%E0%A8%B0%E0%A8%BE%E0%A8%9C, 0,  0,  0, 11,  3, 0,   6,  3,  1, 0, 0,  24,  6744
ro,Federated States of Micronesia,https://ro.wikipedia.org/wiki/Statele_Federate_ale_Microneziei, 0,  0,  0,  0,  1, 0,   3,  5,  0, 0, 0,   9,  8745
ru,Federated States of Micronesia,https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5_%D0%A8%D1%82%D0%B0%D1%82%D1%8B_%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D0%B8, 0, 30, 13, 63, 16, 2, 108, 35,  1, 0, 0, 268, 23824
sm,Federated States of Micronesia,https://sm.wikipedia.org/wiki/Feterisitete_o_Micronisia, 0,  0,  1,  1,  0, 0,   3,  2,  1, 0, 0,   8,  4474
gd,Federated States of Micronesia,https://gd.wikipedia.org/wiki/Na_Meanbh_Eileanan, 0,  0,  0,  6,  1, 0,  10,  4,  0, 0, 0,  21,  5037
sr,Federated States of Micronesia,https://sr.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D0%B5%D0%B7%D0%BD%D0%B5_%D0%94%D1%80%D0%B6%D0%B0%D0%B2%D0%B5_%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%98%D0%B5, 0,  0,  0,  0,  1, 0,   7,  6,  3, 0, 0,  17, 15686
sn,Federated States of Micronesia,https://sn.wikipedia.org/wiki/Federated_States_of_Micronesia, 0,  0,  0,  0,  0, 0,   3,  1,  0, 0, 0,   4,  3757
sd,Federated States of Micronesia,https://sd.wikipedia.org/wiki/%D9%85%D8%A7%D8%A6%DA%AA%D8%B1%D9%88%D9%86%D9%8A%D8%B4%D9%8A%D8%A7_%D8%AC%D9%88%D9%86_%D9%81%D9%8A%DA%8A%D8%B1%D9%8A%D9%BD%D9%8A%DA%8A_%D8%A7%D8%B3%D9%BD%D9%8A%D9%BD%D8%B3, 0,  0,  0,  3,  4, 0,   6,  9,  1, 0, 0,  23,  6390
si,Federated States of Micronesia,https://si.wikipedia.org/wiki/%E0%B6%B8%E0%B6%BA%E0%B7%92%E0%B6%9A%E0%B7%8A%E2%80%8D%E0%B6%BB%E0%B7%9C%E0%B6%B1%E0%B7%93%E0%B7%83%E0%B7%92%E0%B6%BA%E0%B7%8F_%E0%B6%9C%E0%B7%92%E0%B7%80%E0%B7%92%E0%B7%83%E0%B7%94%E0%B6%B8%E0%B7%8A_%E0%B6%A2%E0%B6%B1%E0%B6%B4%E0%B6%AF, 0,  0,  0,  0,  1, 0,   3,  1,  0, 0, 0,   5,  3748
sk,Federated States of Micronesia,https://sk.wikipedia.org/wiki/Mikron%C3%A9zia_(%C5%A1t%C3%A1t), 0,  0,  1,  0,  4, 0,   0,  2,  1, 0, 0,   8, 12201
sl,Federated States of Micronesia,https://sl.wikipedia.org/wiki/Zdru%C5%BEene_dr%C5%BEave_Mikronezije, 0,  0,  0,  0,  0, 0,   0,  8,  2, 0, 0,  10,  6466
es,Federated States of Micronesia,https://es.wikipedia.org/wiki/Estados_Federados_de_Micronesia, 0,  3,  7, 85, 75, 0,  53,135, 22, 2, 0, 382, 96821
su,Federated States of Micronesia,https://su.wikipedia.org/wiki/F%C3%A9derasi_Mikron%C3%A9sia, 0,  0,  0,  3,  4, 0,   3,  6,  2, 0, 0,  18, 14130
sw,Federated States of Micronesia,https://sw.wikipedia.org/wiki/Shirikisho_la_Mikronesia, 0,  0,  3,  4,  8, 0,  11,  8,  6, 0, 0,  40,  7900
sv,Federated States of Micronesia,https://sv.wikipedia.org/wiki/Mikronesiska_federationen, 0,  0,  0,  1,  1, 0,   5,  9,  1, 0, 0,  17, 13284
tg,Federated States of Micronesia,https://tg.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%8F, 0,  0,  0,  1,  2, 0,   5,  3,  2, 0, 0,  13,  7748
ta,Federated States of Micronesia,https://ta.wikipedia.org/wiki/%E0%AE%AE%E0%AF%88%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%B0%E0%AF%8B%E0%AE%A9%E0%AF%80%E0%AE%9A%E0%AE%BF%E0%AE%AF%E0%AE%95%E0%AF%8D_%E0%AE%95%E0%AF%82%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AF%81_%E0%AE%A8%E0%AE%BE%E0%AE%9F%E0%AF%81%E0%AE%95%E0%AE%B3%E0%AF%8D, 0,  0,  0,  0,  0, 0,   4, 13,  1, 0, 0,  18,  7264
th,Federated States of Micronesia,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%A1%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B5%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2, 0,  0,  3, 55, 57, 0,  57, 61,  5, 2, 0, 240, 17101
tr,Federated States of Micronesia,https://tr.wikipedia.org/wiki/Mikronezya_Federal_Devletleri, 0,  0,  0,  2,  2, 0,   6, 14,  3, 0, 0,  27, 10428
uk,Federated States of Micronesia,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%96_%D0%A8%D1%82%D0%B0%D1%82%D0%B8_%D0%9C%D1%96%D0%BA%D1%80%D0%BE%D0%BD%D0%B5%D0%B7%D1%96%D1%97, 0,  0,  1,  5,  3, 2,   4,  8,  7, 0, 0,  30, 19108
ur,Federated States of Micronesia,https://ur.wikipedia.org/wiki/%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%DB%81%D8%A7%D8%A6%DB%92_%D9%88%D9%81%D8%A7%D9%82%DB%8C%DB%81_%D9%85%D8%A7%D8%A6%DA%A9%D8%B1%D9%88%D9%86%DB%8C%D8%B4%DB%8C%D8%A7, 0,  0,  0,  2,  4, 0,   6,  4,  0, 2, 0,  18,  7444
uz,Federated States of Micronesia,https://uz.wikipedia.org/wiki/Mikroneziya_Federativ_Shtatlari, 0,  0,  1,  7,  2, 0,   6, 14,  1, 0, 0,  31,  8639
vi,Federated States of Micronesia,https://vi.wikipedia.org/wiki/Li%C3%AAn_bang_Micronesia, 0,  0,  6, 28,  7, 0,  13, 21,  7, 1, 0,  83, 17537
cy,Federated States of Micronesia,https://cy.wikipedia.org/wiki/Taleithiau_Ffederal_Micronesia, 0,  0,  0,  1,  2, 0,   1,  7,  0, 0, 0,  11,  6518
yo,Federated States of Micronesia,https://yo.wikipedia.org/wiki/%C3%80w%E1%BB%8Dn_%C3%8Cp%C3%ADnl%E1%BA%B9%CC%80_%C3%80%E1%B9%A3epap%E1%BB%8D%CC%80_il%E1%BA%B9%CC%80_Mikron%C3%A9s%C3%AD%C3%A0, 0,  0,  3, 12,  7, 0,   1, 18,  3, 0, 0,  44,  6553
af,Fiji,https://af.wikipedia.org/wiki/Fidji, 0,  0,  0,  4,  3, 0,  16, 10,  9, 0, 0,  42, 15360
sq,Fiji,https://sq.wikipedia.org/wiki/Fixhi, 0,  0,  0,  4,  2, 0,   2,  4,  4, 0, 0,  16, 11269
am,Fiji,https://am.wikipedia.org/wiki/%E1%8D%8A%E1%8C%82, 0,  0,  0,  0,  0, 0,   1, 10,  0, 0, 0,  11,  4567
ar,Fiji,https://ar.wikipedia.org/wiki/%D9%81%D9%8A%D8%AC%D9%8A, 0,  0,  3, 16, 14, 0,  22, 37,  9, 3, 0, 104, 36965
hy,Fiji,https://hy.wikipedia.org/wiki/%D5%96%D5%AB%D5%BB%D5%AB, 0,  0,  3,  4,  2, 0,   6, 11, 10, 1, 0,  37, 19411
az,Fiji,https://az.wikipedia.org/wiki/Fici, 0,  0,  0,  2,  2, 1,   2, 11,  3, 0, 0,  21,  6801
eu,Fiji,https://eu.wikipedia.org/wiki/Fiji, 0,  0,  1, 10, 13, 1,  11, 12,  2, 2, 0,  52, 20745
be,Fiji,https://be.wikipedia.org/wiki/%D0%A4%D1%96%D0%B4%D0%B6%D1%8B, 0,  0,  0,  1,  0, 0,   1,  3,  1, 0, 0,   6,  8346
bn,Fiji,https://bn.wikipedia.org/wiki/%E0%A6%AB%E0%A6%BF%E0%A6%9C%E0%A6%BF, 0,  0,  1,  3,  8, 0,   1,  3,  5, 0, 0,  21, 10325
bs,Fiji,https://bs.wikipedia.org/wiki/Fid%C5%BEi, 0,  0,  0,  3,  1, 0,   2,  8,  0, 0, 0,  14,  9594
bg,Fiji,https://bg.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B4%D0%B6%D0%B8, 0,  0,  0,  4,  4, 0,  18, 34,  0, 0, 0,  60, 20611
ca,Fiji,https://ca.wikipedia.org/wiki/Fiji, 0,  0,  2, 12, 12, 0,   9, 17,  8, 0, 0,  60, 13914
ceb,Fiji,https://ceb.wikipedia.org/wiki/Fiji, 0,  0,  1,  1,  0, 0,   0,  3,  0, 0, 0,   5,  4713
zh,Fiji,https://zh.wikipedia.org/wiki/%E6%96%90%E6%BF%9F, 0,  0,  3, 28, 20, 0,  75, 57, 87, 6, 0, 276, 15380
zh-TW,Fiji,https://zh-classical.wikipedia.org/wiki/%E6%96%90%E6%BF%9F, 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0,  3412
hr,Fiji,https://hr.wikipedia.org/wiki/Fid%C5%BEi, 0,  0,  2, 22,  6, 0,  23, 47, 23, 3, 0, 126, 49958
cs,Fiji,https://cs.wikipedia.org/wiki/Fid%C5%BEi, 0,  0,  4,  9,  4, 0,   7, 14,  8, 3, 0,  49, 27493
da,Fiji,https://da.wikipedia.org/wiki/Fiji, 0,  0,  2,  5,  2, 0,   5,  4,  2, 0, 0,  20, 13314
nl,Fiji,https://nl.wikipedia.org/wiki/Fiji, 0,  0,  3,  7,  2, 0,   7, 15,  4, 0, 0,  38, 14071
en,Fiji,https://en.wikipedia.org/wiki/Fiji, 0,  1, 60,165,111, 0, 161,152, 78, 4, 0, 732,134020
eo,Fiji,https://eo.wikipedia.org/wiki/Fi%C4%9Dioj, 0,  0, 11, 29, 14, 2,  32, 68, 34, 3, 0, 193, 60791
et,Fiji,https://et.wikipedia.org/wiki/Fid%C5%BEi, 0,  0,  1,  8,  3, 0,  14, 16,  7, 3, 0,  52, 23370
tl,Fiji,https://tl.wikipedia.org/wiki/Fiji, 0,  0,  0,  0,  3, 0,   4,  3,  0, 0, 0,  10,  6246
fi,Fiji,https://fi.wikipedia.org/wiki/Fid%C5%BEi, 0,  0,  2, 21, 22, 0,  24, 15, 10, 0, 0,  94, 44980
fr,Fiji,https://fr.wikipedia.org/wiki/Fidji, 0,  0,  9, 24, 12, 0,  12, 38, 20, 1, 0, 116, 33587
fy,Fiji,https://fy.wikipedia.org/wiki/Fidzjy, 0,  0,  1,  7,  2, 0,   5, 17, 21, 0, 0,  53,  7425
gl,Fiji,https://gl.wikipedia.org/wiki/Fidxi, 0,  0,  2,  3,  8, 0,  10, 34, 27, 0, 0,  84, 20884
ka,Fiji,https://ka.wikipedia.org/wiki/%E1%83%A4%E1%83%98%E1%83%AF%E1%83%98, 0,  0, 14, 74, 53, 1, 118, 65, 79, 6, 0, 410,104392
de,Fiji,https://de.wikipedia.org/wiki/Fidschi, 0,  0, 19, 63, 59, 0, 115,137, 55, 2, 0, 450, 59892
el,Fiji,https://el.wikipedia.org/wiki/%CE%A6%CE%AF%CF%84%CE%B6%CE%B9, 0,  0,  5, 14, 11, 0,  13, 14,  3, 1, 0,  61, 30404
ht,Fiji,https://ht.wikipedia.org/wiki/Fidji, 0,  0,  1,  5,  1, 0,   4,  1,  2, 0, 0,  14,  4208
ha,Fiji,https://ha.wikipedia.org/wiki/Fiji, 0,  0,  0,  6,  8, 0,  22,  6,  2, 0, 0,  44,  5779
hi,Fiji,https://hi.wikipedia.org/wiki/%E0%A4%AB%E0%A4%BC%E0%A4%BF%E0%A4%9C%E0%A5%80, 0,  0,  7, 26, 11, 0,  14, 11,  0, 2, 0,  71, 18502
hu,Fiji,https://hu.wikipedia.org/wiki/Fidzsi-szigetek, 0,  0,  7,  6, 22, 0,  30, 18,  8, 1, 0,  92, 24565
is,Fiji,https://is.wikipedia.org/wiki/F%C3%ADdj%C3%AD, 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0, 11271
id,Fiji,https://id.wikipedia.org/wiki/Fiji, 0,  0,  3, 28,  5, 0,  29, 30, 12, 5, 0, 112, 22968
ga,Fiji,https://ga.wikipedia.org/wiki/Fids%C3%AD, 0,  0,  8, 16,  8, 0,  36, 22, 15, 2, 0, 107, 21357
it,Fiji,https://it.wikipedia.org/wiki/Figi, 0,  0, 12, 24, 19, 1,  27, 38, 12, 1, 0, 134, 44090
ja,Fiji,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A3%E3%82%B8%E3%83%BC, 7,  0, 10,120, 15, 0,  25, 72, 15, 4, 0, 268, 19655
jw,Fiji,https://jv.wikipedia.org/wiki/Fiji, 0,  0,  0,  0,  3, 0,   0,  6,  1, 0, 0,  10,  4761
kn,Fiji,https://kn.wikipedia.org/wiki/%E0%B2%AB%E0%B2%BF%E0%B2%9C%E0%B2%BF, 0,  0,  0,  1,  1, 0,   2,  2,  0, 0, 0,   6,  6520
kk,Fiji,https://kk.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B4%D0%B6%D0%B8, 1,  0,  0,  7,  7, 0,  20, 10,  1, 0, 0,  46, 11339
