lang,co,link,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,sum,tot
de,Nigeria,https://de.wikipedia.org/wiki/Nigeria, 0,  2, 108, 274,170, 1, 376, 401,121, 11, 0,1464,191645
el,Nigeria,https://el.wikipedia.org/wiki/%CE%9D%CE%B9%CE%B3%CE%B7%CF%81%CE%AF%CE%B1, 0,  1,   6,  22,  4, 2,   8,  15,  6,  1, 0,  65, 37427
gu,Nigeria,https://gu.wikipedia.org/wiki/%E0%AA%A8%E0%AA%BE%E0%AA%87%E0%AA%9C%E0%AB%80%E0%AA%B0%E0%AA%BF%E0%AA%AF%E0%AA%BE, 0,  0,   0,   1,  8, 0,   2,   3,  2,  0, 0,  16,  6334
ht,Nigeria,https://ht.wikipedia.org/wiki/Nijerya, 0,  0,   1,   4,  1, 0,   8,   2,  2,  0, 0,  18,  5641
ha,Nigeria,https://ha.wikipedia.org/wiki/Najeriya, 1,  0,   3,  30, 12, 5, 108,  31,  3,  3, 0, 196, 15791
hi,Nigeria,https://hi.wikipedia.org/wiki/%E0%A4%A8%E0%A4%BE%E0%A4%88%E0%A4%9C%E0%A5%80%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,   6,  16,  7, 0,  16,  11,  2,  5, 0,  63, 14529
hu,Nigeria,https://hu.wikipedia.org/wiki/Nig%C3%A9ria, 0,  0,  19,  24, 34, 0,  47,  39, 27,  2, 2, 194, 60102
is,Nigeria,https://is.wikipedia.org/wiki/N%C3%ADger%C3%ADa, 0,  0,   0,   0,  0, 0,   0,   0,  0,  0, 0,   0, 13697
ig,Nigeria,https://ig.wikipedia.org/wiki/Naijiria, 0,  1,  21,  83, 26, 0, 115, 105, 10,  0, 0, 361, 21519
id,Nigeria,https://id.wikipedia.org/wiki/Nigeria, 0,  0,   4,   8,  9, 0,  13,  13,  3,  0, 0,  50, 14637
ga,Nigeria,https://ga.wikipedia.org/wiki/An_Nig%C3%A9ir, 0,  0,   0,   7,  1, 0,   5,  10,  3,  0, 0,  26,  8241
it,Nigeria,https://it.wikipedia.org/wiki/Nigeria, 0,  0,   7,  35, 19, 2,  27,  42, 18,  6, 0, 156, 50646
ja,Nigeria,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%82%A4%E3%82%B8%E3%82%A7%E3%83%AA%E3%82%A2, 9,  4,  37, 243, 19, 1,  48, 107, 44, 11, 0, 523, 35092
jw,Nigeria,https://jv.wikipedia.org/wiki/Nig%C3%A9ria, 0,  0,   0,   2,  5, 0,   1,  10,  0,  0, 0,  18,  6817
kn,Nigeria,https://kn.wikipedia.org/wiki/%E0%B2%A8%E0%B3%88%E0%B2%9C%E0%B3%80%E0%B2%B0%E0%B2%BF%E0%B2%AF, 0,  0,   0,   0,  1, 0,   1,   2,  0,  0, 0,   4,  5674
kk,Nigeria,https://kk.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%8F, 1,  0,   3,  12,  6, 0,  22,  10,  4,  3, 0,  61, 15571
km,Nigeria,https://km.wikipedia.org/wiki/%E1%9E%93%E1%9E%B8%E1%9E%A0%E1%9F%92%E1%9E%9F%E1%9F%81%E1%9E%9A%E1%9E%B8%E1%9E%99%E1%9F%89%E1%9E%B6, 0,  0,  15,   6,  6, 0,   0,   3,  0,  0, 0,  30, 10663
ko,Nigeria,https://ko.wikipedia.org/wiki/%EB%82%98%EC%9D%B4%EC%A7%80%EB%A6%AC%EC%95%84, 0,  0,  28,  24, 10, 1,  33,  11, 11,  0, 0, 118, 44104
ku,Nigeria,https://ku.wikipedia.org/wiki/N%C3%AEjerya, 0,  0,   0,   2,  7, 0,   6,   4,  0,  0, 0,  19,  7362
ky,Nigeria,https://ky.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%8F, 0,  0,   2,  11, 19, 0,  11,  11,  9,  1, 0,  64, 13852
la,Nigeria,https://la.wikipedia.org/wiki/Nigeria, 0,  0,   8,   7,  6, 0,  24,  23,  6,  1, 0,  75, 15095
lv,Nigeria,https://lv.wikipedia.org/wiki/Nig%C4%93rija, 0,  0,   0,   6,  4, 0,   9,   3,  0,  0, 0,  22, 20254
lt,Nigeria,https://lt.wikipedia.org/wiki/Nigerija, 0,  0,   2,  15,  6, 2,  16,   9, 15,  1, 0,  66, 28698
lb,Nigeria,https://lb.wikipedia.org/wiki/Nigeria, 0,  5,   2,   7,  3, 0,   7,   7,  0,  0, 0,  31,  7137
mk,Nigeria,https://mk.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%98%D0%B0, 0,  0,   4,  27,  7, 0,   6,   9, 11,  1, 0,  65, 19590
mg,Nigeria,https://mg.wikipedia.org/wiki/Nizeria, 0,  0,   2,  14,  3, 0,  21,  11,  0,  0, 0,  51,  9077
ms,Nigeria,https://ms.wikipedia.org/wiki/Nigeria, 0,  1,  10,  37, 16, 0,  45,  29, 12,  6, 0, 156, 34596
ml,Nigeria,https://ml.wikipedia.org/wiki/%E0%B4%A8%E0%B5%88%E0%B4%9C%E0%B5%80%E0%B4%B0%E0%B4%BF%E0%B4%AF, 0,  0,   0,   2,  0, 0,   2,   1,  1,  0, 0,   6,  8441
mt,Nigeria,https://mt.wikipedia.org/wiki/Ni%C4%A1erja, 0,  0,   0,   3,  2, 0,   3,   4,  6,  1, 0,  19,  9217
mi,Nigeria,https://mi.wikipedia.org/wiki/Ng%C4%81itiria, 0,  0,   4,   5,  1, 0,   6,  10,  0,  0, 0,  26,  4477
mr,Nigeria,https://mr.wikipedia.org/wiki/%E0%A4%A8%E0%A4%BE%E0%A4%AF%E0%A4%9C%E0%A5%87%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,   1,   7,  6, 0,   5,  10,  2,  0, 0,  31, 12838
mn,Nigeria,https://mn.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8, 0,  0,   0,   9,  8, 0,  11,  12,  5,  1, 0,  46, 10625
my,Nigeria,https://my.wikipedia.org/wiki/%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%82%E1%80%BB%E1%80%AE%E1%80%B8%E1%80%9B%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0,  10,  56, 14, 0,  12,  14,  6,  0, 0, 112,  8540
ne,Nigeria,https://ne.wikipedia.org/wiki/%E0%A4%A8%E0%A4%BE%E0%A4%87%E0%A4%9C%E0%A5%87%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  1,   0,   2,  1, 0,   5,   7,  1,  0, 0,  17,  7435
no,Nigeria,https://no.wikipedia.org/wiki/Nigeria, 0,  0,   5,  15,  5, 0,  11,  19,  4,  0, 0,  59, 18653
ps,Nigeria,https://ps.wikipedia.org/wiki/%D9%86%DB%8C%D8%AC%D8%B1%DB%8C%D8%A7, 0,  0,   0,   5, 10, 0,  10,   4, 15,  0, 0,  44, 15879
fa,Nigeria,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%AC%D8%B1%DB%8C%D9%87, 0,  0,   4,  31, 21, 0,  20,  37, 19,  0, 1, 133, 36538
pl,Nigeria,https://pl.wikipedia.org/wiki/Nigeria, 0,  0,   0,   4,  0, 0,  35,   9,  2,  0, 0,  50, 25664
pt,Nigeria,https://pt.wikipedia.org/wiki/Nig%C3%A9ria, 0,  5,  34,  50, 25, 0,  33,  56, 38,  2, 0, 243, 53284
pa,Nigeria,https://pa.wikipedia.org/wiki/%E0%A8%A8%E0%A8%BE%E0%A8%88%E0%A8%9C%E0%A9%80%E0%A8%B0%E0%A9%80%E0%A8%86, 0,  0,   1,  10,  5, 0,   5,  10,  1,  0, 0,  32,  8471
ro,Nigeria,https://ro.wikipedia.org/wiki/Nigeria, 0,  1,   3,  25, 10, 0,  18,  22, 16,  2, 0,  97, 44168
ru,Nigeria,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%8F, 0,113,  33, 226, 27, 6, 296, 132, 13,  0, 0, 846, 59632
sm,Nigeria,https://sm.wikipedia.org/wiki/Nigeria, 0,  0,   1,   0,  0, 0,   2,   2,  0,  0, 0,   5,  4210
gd,Nigeria,https://gd.wikipedia.org/wiki/N%C3%ACgeiria, 0,  0,   0,   7,  3, 0,  12,   4,  0,  0, 0,  26,  6326
sr,Nigeria,https://sr.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%98%D0%B0, 0,  0,   2,   8,  4, 0,  14,  25,  5,  0, 0,  58, 29372
st,Nigeria,https://st.wikipedia.org/wiki/Nigeria, 0,  0,   0,   0,  1, 0,   2,   2,  0,  0, 0,   5,  5114
sn,Nigeria,https://sn.wikipedia.org/wiki/Naijeriya, 0,  0,   0,   0,  0, 0,   3,   0,  0,  0, 0,   3,  5662
sd,Nigeria,https://sd.wikipedia.org/wiki/%D9%86%D8%A7%D8%A6%D9%8A%D8%AC%D9%8A%D8%B1%D9%8A%D8%A7, 0,  0,   0,   6,  6, 0,   5,  17,  0,  0, 0,  34,  7857
si,Nigeria,https://si.wikipedia.org/wiki/%E0%B6%B1%E0%B6%BA%E0%B7%92%E0%B6%A2%E0%B7%93%E0%B6%BB%E0%B7%92%E0%B6%BA%E0%B7%8F%E0%B7%80, 0,  0,   0,   5,  1, 0,   1,   3,  2,  0, 0,  12,  6616
sk,Nigeria,https://sk.wikipedia.org/wiki/Nig%C3%A9ria, 0,  0,   0,   0,  1, 0,   1,   3,  0,  0, 0,   5, 12966
sl,Nigeria,https://sl.wikipedia.org/wiki/Nigerija, 0,  0,   0,   1,  0, 0,   1,   9,  3,  0, 0,  14, 12470
so,Nigeria,https://so.wikipedia.org/wiki/Nayjeeriya, 0,  0,   1,   8, 11, 0,  14,  11,  4,  0, 0,  49, 10430
es,Nigeria,https://es.wikipedia.org/wiki/Nigeria, 0,  3,  13,  92, 65, 0,  48, 101, 36,  4, 0, 362,112714
su,Nigeria,https://su.wikipedia.org/wiki/Nig%C3%A9ria, 0,  0,   0,   2,  7, 0,   1,   2,  1,  0, 0,  13, 13746
sw,Nigeria,https://sw.wikipedia.org/wiki/Nigeria, 0,  0,   8,  39, 23, 0,  44,  40, 22,  1, 0, 177, 22596
sv,Nigeria,https://sv.wikipedia.org/wiki/Nigeria, 0,  1,  26,  31, 23, 4,  22,  37, 20,  0, 0, 164, 57826
tg,Nigeria,https://tg.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%8F, 0,  0,   0,   2,  5, 0,   3,   2,  2,  0, 0,  14,  9334
ta,Nigeria,https://ta.wikipedia.org/wiki/%E0%AE%A8%E0%AF%88%E0%AE%9C%E0%AF%80%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%BE, 0,  0,   0,   3,  0, 0,  17,  15,  4,  0, 0,  39, 17681
te,Nigeria,https://te.wikipedia.org/wiki/%E0%B0%A8%E0%B1%88%E0%B0%9C%E0%B1%80%E0%B0%B0%E0%B0%BF%E0%B0%AF%E0%B0%BE, 0,  0,  27,  99, 16, 0,  40,  42,  6,  2, 0, 232,107066
th,Nigeria,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%99%E0%B8%88%E0%B8%B5%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2, 0,  0,  10,  95,102, 0, 210, 107, 11,  2, 0, 537, 20523
tr,Nigeria,https://tr.wikipedia.org/wiki/Nijerya, 0,  0,   2,  17, 12, 3,  26,  37, 19,  1, 0, 117, 31547
uk,Nigeria,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%B3%D0%B5%D1%80%D1%96%D1%8F, 0,  0,   3,  34, 11, 1,  41,  44, 20,  2, 0, 156, 81199
ur,Nigeria,https://ur.wikipedia.org/wiki/%D9%86%D8%A7%D8%A6%DB%8C%D8%AC%DB%8C%D8%B1%DB%8C%D8%A7, 0,  0,   1,   6,  5, 0,   8,   8,  6,  2, 0,  36, 10880
uz,Nigeria,https://uz.wikipedia.org/wiki/Nigeriya, 0,  0,   3,  34, 24, 0,  22,  58, 10,  2, 0, 153, 30260
vi,Nigeria,https://vi.wikipedia.org/wiki/Nigeria, 2,  0,  31, 201, 74, 0,  37, 106, 41,  1, 0, 493, 64083
cy,Nigeria,https://cy.wikipedia.org/wiki/Nigeria, 0,  0,   3,  11, 11, 0,  20,  17,  3,  0, 0,  65, 23037
xh,Nigeria,https://xh.wikipedia.org/wiki/INigeria, 0,  0,   2,   0,  0, 0,   0,   2,  0,  0, 0,   4,  4705
yi,Nigeria,https://yi.wikipedia.org/wiki/%D7%A0%D7%99%D7%92%D7%A2%D7%A8%D7%99%D7%A2, 0,  0,   1,   1,  1, 0,   0,  14, 12,  0, 0,  29, 13461
yo,Nigeria,https://yo.wikipedia.org/wiki/N%C3%A0%C3%ACj%C3%ADr%C3%AD%C3%A0, 0,  0,   9, 159, 87, 0,  35, 134, 38, 10, 0, 472, 34499
zu,Nigeria,https://zu.wikipedia.org/wiki/INigeria, 0,  0,   1,   0,  0, 0,   2,   3,  0,  0, 0,   6,  6665
af,North Korea,https://af.wikipedia.org/wiki/Noord-Korea, 0,  0,   0,  10,  1, 0,  18,   3,  5,  1, 0,  38, 12206
sq,North Korea,https://sq.wikipedia.org/wiki/Koreja_e_Veriut, 0,  0,   4,  48, 38, 0,  23,  63,  7,  0, 0, 183, 39524
am,North Korea,https://am.wikipedia.org/wiki/%E1%88%B5%E1%88%9C%E1%8A%95_%E1%8A%AE%E1%88%AD%E1%8B%AB, 0,  0,   0,   0,  0, 0,   3,   9,  0,  0, 0,  12,  5386
ar,North Korea,https://ar.wikipedia.org/wiki/%D9%83%D9%88%D8%B1%D9%8A%D8%A7_%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9, 0,  0,  11,  84, 54, 0,  39, 127, 35, 10, 0, 360,110767
hy,North Korea,https://hy.wikipedia.org/wiki/%D5%80%D5%B5%D5%B8%D6%82%D5%BD%D5%AB%D5%BD%D5%A1%D5%B5%D5%AB%D5%B6_%D4%BF%D5%B8%D6%80%D5%A5%D5%A1, 0,  0,   0,   6,  1, 0,   3,   8,  8,  1, 0,  27, 12526
az,North Korea,https://az.wikipedia.org/wiki/%C5%9Eimali_Koreya, 0,  0,   0,  12,  9, 3,  12,  18,  8,  3, 0,  65, 14394
eu,North Korea,https://eu.wikipedia.org/wiki/Ipar_Korea, 0,  0,  11,  28, 29, 0,  28,  28,  9,  3, 0, 136, 29533
be,North Korea,https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D1%9E%D0%BD%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%9A%D0%B0%D1%80%D1%8D%D1%8F, 0,  0,   3,  15,  5, 0,  14,  33,  7,  2, 0,  79, 34617
bn,North Korea,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0_%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE, 0,  0,   1,   8, 11, 1,   7,   9,  9,  0, 0,  46, 18679
bs,North Korea,https://bs.wikipedia.org/wiki/Sjeverna_Koreja, 0,  0,   1,   8,  7, 0,  19,  22,  6,  2, 0,  65, 18697
bg,North Korea,https://bg.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%B0_%D0%9A%D0%BE%D1%80%D0%B5%D1%8F, 0,  1,   8,  81, 38, 0, 101,  96,  5,  3, 0, 333, 80186
ca,North Korea,https://ca.wikipedia.org/wiki/Corea_del_Nord, 0,  0,   4,  31, 20, 0,  12,  12, 24,  0, 0, 103, 26776
ceb,North Korea,https://ceb.wikipedia.org/wiki/Amihanang_Koreya, 0,  0,   4,   1,  0, 0,   2,   3,  0,  0, 0,  10,  6651
zh,North Korea,https://zh.wikipedia.org/wiki/%E6%9C%9D%E9%B2%9C%E6%B0%91%E4%B8%BB%E4%B8%BB%E4%B9%89%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD, 3,  1,  61, 326,147, 0, 479, 416,214, 64, 0,1711, 71078
zh-TW,North Korea,https://zh-classical.wikipedia.org/wiki/%E6%9C%9D%E9%AE%AE%E6%B0%91%E4%B8%BB%E4%B8%BB%E7%BE%A9%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9C%8B, 0,  0,   0,   0,  0, 0,   0,   0,  0,  0, 0,   0,  5214
hr,North Korea,https://hr.wikipedia.org/wiki/Sjeverna_Koreja, 0,  0,   0,  22,  6, 0,  11,  23, 17,  1, 0,  80, 25499
cs,North Korea,https://cs.wikipedia.org/wiki/Severn%C3%AD_Korea, 0,  0,   5,  35, 12, 0,  19,  40,  9,  3, 0, 123, 51442
da,North Korea,https://da.wikipedia.org/wiki/Nordkorea, 0,  2,  10,  52, 42, 0,  35,  47, 10,  2, 0, 200, 59165
nl,North Korea,https://nl.wikipedia.org/wiki/Noord-Korea, 0,  2,  14,  47, 10, 0,  16,  46,  8,  0, 0, 143, 40383
en,North Korea,https://en.wikipedia.org/wiki/North_Korea, 0, 10, 100, 335,123, 0, 224, 213, 57, 21, 0,1083,179938
eo,North Korea,https://eo.wikipedia.org/wiki/Nord-Koreio, 0,  0,   0,  11,  6, 0,   8,  16,  8,  6, 0,  55, 15399
et,North Korea,https://et.wikipedia.org/wiki/P%C3%B5hja-Korea, 0,  0,   2,   5,  3, 0,   2,   3,  0,  0, 0,  15, 10350
tl,North Korea,https://tl.wikipedia.org/wiki/Hilagang_Korea, 0,  0,   7,  24, 29, 0,  25,  27, 23,  7, 1, 143, 57681
fi,North Korea,https://fi.wikipedia.org/wiki/Korean_demokraattinen_kansantasavalta, 0,  0,   7,  44, 38, 0,  21,  16, 19,  2, 0, 147, 70336
fr,North Korea,https://fr.wikipedia.org/wiki/Cor%C3%A9e_du_Nord, 0,  3,  49, 221, 77, 0,  71, 170,107, 15, 0, 713,149474
fy,North Korea,https://fy.wikipedia.org/wiki/Noard-Kore%C3%A4, 0,  0,   2,  10,  4, 0,   7,  33, 32,  0, 0,  88,  8638
gl,North Korea,https://gl.wikipedia.org/wiki/Corea_do_Norte, 0,  1,   4,  14,  7, 0,   8,  32, 27,  0, 0,  93, 19057
ka,North Korea,https://ka.wikipedia.org/wiki/%E1%83%A9%E1%83%A0%E1%83%93%E1%83%98%E1%83%9A%E1%83%9D%E1%83%94%E1%83%97%E1%83%98_%E1%83%99%E1%83%9D%E1%83%A0%E1%83%94%E1%83%90, 0,  2,  10,  58, 55, 3,  36,  45, 38,  7, 0, 254, 46742
de,North Korea,https://de.wikipedia.org/wiki/Nordkorea, 0,  5,  60, 291,148, 1, 423, 302, 92,  9, 0,1331,142643
el,North Korea,https://el.wikipedia.org/wiki/%CE%92%CF%8C%CF%81%CE%B5%CE%B9%CE%B1_%CE%9A%CE%BF%CF%81%CE%AD%CE%B1, 0,  0,   9,  62, 25, 7,  30,  58, 15,  3, 0, 209,113554
gu,North Korea,https://gu.wikipedia.org/wiki/%E0%AA%89%E0%AA%A4%E0%AB%8D%E0%AA%A4%E0%AA%B0_%E0%AA%95%E0%AB%8B%E0%AA%B0%E0%AA%BF%E0%AA%AF%E0%AA%BE, 0,  0,   0,   6, 10, 0,   2,   3,  0,  0, 0,  21,  6848
ht,North Korea,https://ht.wikipedia.org/wiki/Kore_din%C3%B2, 0,  0,   1,   4,  1, 0,   9,   2,  2,  1, 0,  20,  5371
ha,North Korea,https://ha.wikipedia.org/wiki/Koriya_ta_Arewa, 0,  0,   0,   5, 10, 0,  17,   5,  2,  0, 0,  39,  6628
haw,North Korea,https://haw.wikipedia.org/wiki/K%C5%8Dlea_%CA%BB%C4%80kau, 0,  1,   2,  11,  7, 0,   3,  19,  1,  0, 0,  44,  5096
hi,North Korea,https://hi.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,   2,  18, 10, 0,  13,   7,  1,  2, 0,  53, 16890
hu,North Korea,https://hu.wikipedia.org/wiki/%C3%89szak-Korea, 0,  0,  13,  49, 65, 0,  82,  52, 22,  0, 0, 283, 71577
is,North Korea,https://is.wikipedia.org/wiki/Nor%C3%B0ur-K%C3%B3rea, 0,  0,   0,   0,  0, 0,   0,   0,  0,  0, 0,   0, 10726
id,North Korea,https://id.wikipedia.org/wiki/Korea_Utara, 0,  6,  31, 174, 53, 0, 226,  97, 53, 19, 0, 659, 87875
ga,North Korea,https://ga.wikipedia.org/wiki/An_Ch%C3%B3ir%C3%A9_Thuaidh, 0,  0,   0,   2,  2, 0,   2,   5,  0,  0, 0,  11,  6576
it,North Korea,https://it.wikipedia.org/wiki/Corea_del_Nord, 1,  2,  18, 103, 56, 2,  56,  80, 45,  1, 0, 364,104471
ja,North Korea,https://ja.wikipedia.org/wiki/%E6%9C%9D%E9%AE%AE%E6%B0%91%E4%B8%BB%E4%B8%BB%E7%BE%A9%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD,20, 11,  88, 758,140, 1, 219, 510, 95,110, 0,1952,112637
jw,North Korea,https://jv.wikipedia.org/wiki/Kor%C3%A9a_Lor, 0,  0,   0,   1,  7, 0,   0,   9,  4,  0, 0,  21,  6167
kn,North Korea,https://kn.wikipedia.org/wiki/%E0%B2%89%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B2%B0_%E0%B2%95%E0%B3%8A%E0%B2%B0%E0%B2%BF%E0%B2%AF%E0%B2%BE, 0,  0,   3,   2,  9, 0,   3,   8,  0,  0, 0,  25, 15239
kk,North Korea,https://kk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D1%82%D2%AF%D1%81%D1%82%D1%96%D0%BA_%D0%9A%D0%BE%D1%80%D0%B5%D1%8F, 0,  0,   1,  13,  8, 0,   9,  10,  7,  0, 0,  48, 12050
km,North Korea,https://km.wikipedia.org/wiki/%E1%9E%80%E1%9E%BC%E1%9E%9A%E1%9F%89%E1%9F%81%E1%9E%81%E1%9E%B6%E1%9E%84%E1%9E%87%E1%9E%BE%E1%9E%84, 0,  1,  13,  10,  1, 0,   0,   5,  0,  0, 0,  30, 16076
ko,North Korea,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%84%A0%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%B8%EB%AF%BC%EA%B3%B5%ED%99%94%EA%B5%AD, 0,  2,  11,  74, 32, 9,  61,  43, 20,  2, 1, 255, 76294
ku,North Korea,https://ku.wikipedia.org/wiki/Kor%C3%AAya_Bakur, 0,  0,   0,   3,  5, 0,   8,   6,  2,  0, 0,  24,  9204
ky,North Korea,https://ky.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B5%D0%B9_%D0%AD%D0%BB-%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%8F%D0%BB%D1%8B%D0%BA_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0%D1%81%D1%8B, 0,  0,   5,  49, 20, 0,  42,  66, 14,  2, 0, 198, 38950
lo,North Korea,https://lo.wikipedia.org/wiki/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BB%80%E0%BA%81%E0%BA%BB%E0%BA%B2%E0%BA%AB%E0%BA%BC%E0%BA%B5%E0%BB%80%E0%BB%9C%E0%BA%B7%E0%BA%AD, 0,  0,   0,   0,  0, 0,   0,   3,  4,  0, 0,   7,  4486
la,North Korea,https://la.wikipedia.org/wiki/Res_publica_popularis_democratica_Coreana, 0,  0,  25,  76, 49, 0, 110, 105, 12,  1, 0, 378, 67568
lv,North Korea,https://lv.wikipedia.org/wiki/Zieme%C4%BCkoreja, 0,  0,   2,  12,  8, 0,  10,   5,  3,  2, 0,  42, 30964
lt,North Korea,https://lt.wikipedia.org/wiki/%C5%A0iaur%C4%97s_Kor%C4%97ja, 0,  0,   2,  26,  4, 0,  22,  15, 16,  1, 0,  86, 26154
lb,North Korea,https://lb.wikipedia.org/wiki/Demokratesch_Volleksrepublik_Korea, 0,  7,   2,   8,  4, 0,   7,   6,  0,  0, 0,  34,  7325
mk,North Korea,https://mk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%B0_%D0%9A%D0%BE%D1%80%D0%B5%D1%98%D0%B0, 0,  0,   1,  24,  4, 0,   7,   7,  3,  0, 0,  46, 28930
mg,North Korea,https://mg.wikipedia.org/wiki/K%C3%B4rea_Avaratra, 0,  0,   1,  12,  2, 0,  10,  11,  0,  0, 0,  36,  7606
ms,North Korea,https://ms.wikipedia.org/wiki/Korea_Utara, 0,  1,  34, 138, 51, 0,  95,  80, 13,  6, 0, 418, 44298
ml,North Korea,https://ml.wikipedia.org/wiki/%E0%B4%89%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%B0_%E0%B4%95%E0%B5%8A%E0%B4%B1%E0%B4%BF%E0%B4%AF, 0,  0,   0,   2,  1, 0,   2,   2,  1,  0, 0,   8,  7919
mt,North Korea,https://mt.wikipedia.org/wiki/Korea_ta%27_Fuq, 0,  0,   1,   1,  1, 0,   4,   2,  2,  1, 0,  12,  8409
mi,North Korea,https://mi.wikipedia.org/wiki/K%C5%8Drea-ki-te-raki, 0,  0,   2,   7,  3, 0,   9,  22,  2,  0, 0,  45,  6149
mr,North Korea,https://mr.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,   0,   5,  6, 0,   7,   4,  1,  0, 0,  23,  6519
mn,North Korea,https://mn.wikipedia.org/wiki/%D0%A3%D0%BC%D0%B0%D1%80%D0%B4_%D0%A1%D0%BE%D0%BB%D0%BE%D0%BD%D0%B3%D0%BE%D1%81, 0,  0,   1,  38, 25, 1,  41,  36, 14,  4, 0, 160, 26882
my,North Korea,https://my.wikipedia.org/wiki/%E1%80%80%E1%80%AD%E1%80%AF%E1%80%9B%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8_%E1%80%92%E1%80%AE%E1%80%99%E1%80%AD%E1%80%AF%E1%80%80%E1%80%9B%E1%80%80%E1%80%BA%E1%80%90%E1%80%85%E1%80%BA_%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%9E%E1%80%B0%E1%80%B7%E1%80%9E%E1%80%99%E1%80%B9%E1%80%99%E1%80%90%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 2,  0,  32,  85, 20, 0,  21,  48, 12,  0, 0, 220, 13472
ne,North Korea,https://ne.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,   0,   2,  2, 0,   2,   7,  1,  0, 0,  14,  9474
