lang,co,link,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,sum,tot
nl,Turkey,https://nl.wikipedia.org/wiki/Turkije, 0,  0, 25,  82, 42, 0,  51,205, 44,  1, 0, 450,116193
en,Turkey,https://en.wikipedia.org/wiki/Turkey, 0,  0, 43, 191, 82, 0, 218,219,108, 13, 0, 874,225576
eo,Turkey,https://eo.wikipedia.org/wiki/Turkio, 0,  0,  0,  19,  7, 0,  11, 30, 47,  0, 0, 114, 36011
et,Turkey,https://et.wikipedia.org/wiki/T%C3%BCrgi, 0,  0,  0,   8,  3, 0,  12, 14,  9,  0, 0,  46, 17680
tl,Turkey,https://tl.wikipedia.org/wiki/Turkiya, 0,  0,  0,   0,  2, 0,   4,  5,  0,  0, 0,  11, 13381
fi,Turkey,https://fi.wikipedia.org/wiki/Turkki, 0,  0,  3,  32, 35, 0,  31, 31, 24,  0, 0, 156, 79883
fr,Turkey,https://fr.wikipedia.org/wiki/Turquie, 0,  2, 39, 245,149, 0, 103,227,139,  1, 0, 905,188185
fy,Turkey,https://fy.wikipedia.org/wiki/Turkije, 0,  0,  3,  14,  7, 0,  10, 54, 53,  0, 0, 141, 15012
gl,Turkey,https://gl.wikipedia.org/wiki/Turqu%C3%ADa, 0,  1, 11,  51, 38, 0,  36, 88, 54,  0, 0, 279, 56239
ka,Turkey,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%A3%E1%83%A0%E1%83%A5%E1%83%94%E1%83%97%E1%83%98, 0,  0,  7,  46, 33, 0,  60, 59, 32,  4, 0, 241, 74497
de,Turkey,https://de.wikipedia.org/wiki/T%C3%BCrkei, 0, 12, 73, 338,159, 0, 430,494,166, 13, 0,1685,197060
el,Turkey,https://el.wikipedia.org/wiki/%CE%A4%CE%BF%CF%85%CF%81%CE%BA%CE%AF%CE%B1, 0,  0,  6,  24, 13,12,  28, 39, 20,  1, 0, 143, 70274
gu,Turkey,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AB%81%E0%AA%B0%E0%AB%8D%E0%AA%95%E0%AA%B8%E0%AB%8D%E0%AA%A4%E0%AA%BE%E0%AA%A8, 0,  0,  0,   3, 13, 0,  11,  4,  2,  0, 0,  33, 11279
ht,Turkey,https://ht.wikipedia.org/wiki/Tiki, 0,  0,  1,   5,  1, 0,  10,  1,  2,  0, 0,  20,  6710
ha,Turkey,https://ha.wikipedia.org/wiki/Turkiyya, 0,  0,  0,   9, 13, 0,  23, 11,  2,  0, 0,  58,  7529
haw,Turkey,https://haw.wikipedia.org/wiki/Kuleke, 0,  0,  2,  14, 13, 0,  10, 28,  0,  0, 0,  67,  7128
hi,Turkey,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A5%80, 0,  0,  9,  27, 25, 0,  38, 19,  3,  4, 0, 125, 28455
hu,Turkey,https://hu.wikipedia.org/wiki/T%C3%B6r%C3%B6korsz%C3%A1g, 0,  0,  0,  33, 36, 0,  70, 85, 36,  3, 0, 263, 94762
is,Turkey,https://is.wikipedia.org/wiki/Tyrkland, 0,  0,  0,   0,  0, 0,   0,  0,  0,  0, 0,   0, 20056
ig,Turkey,https://ig.wikipedia.org/wiki/Turk%C3%A9y, 0,  0,  3,  13,  2, 0,  26, 22,  1,  0, 0,  67,  7403
id,Turkey,https://id.wikipedia.org/wiki/Turki, 0,  0,  8,  83, 26, 0, 107, 50, 19,  4, 1, 298, 58896
ga,Turkey,https://ga.wikipedia.org/wiki/An_Tuirc, 0,  0,  2,   7,  4, 0,   8, 11,  7,  0, 0,  39, 12215
it,Turkey,https://it.wikipedia.org/wiki/Turchia, 0,  0,  9,  63, 27, 1,  32, 96, 45,  5, 0, 278, 89430
ja,Turkey,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AB%E3%82%B3,11,  0, 16, 277, 41, 1,  80,215, 46, 30, 0, 717, 46866
jw,Turkey,https://jv.wikipedia.org/wiki/Turki, 0,  0,  0,   1,  5, 0,   0, 13,  0,  0, 0,  19, 11363
kn,Turkey,https://kn.wikipedia.org/wiki/%E0%B2%9F%E0%B2%B0%E0%B3%8D%E0%B2%95%E0%B2%BF, 0,  0,  1,   0,  1, 0,   0,  3,  0,  0, 0,   5,  7342
kk,Turkey,https://kk.wikipedia.org/wiki/%D0%A2%D2%AF%D1%80%D0%BA%D0%B8%D1%8F, 0,  0,  1,  55, 16, 5, 116, 55, 23,  1, 0, 272, 51397
km,Turkey,https://km.wikipedia.org/wiki/%E1%9E%8F%E1%9E%BD%E1%9E%80%E1%9E%82%E1%9E%B8, 0,  0, 12,   7,  2, 0,   0,  2,  0,  0, 0,  23, 10544
ko,Turkey,https://ko.wikipedia.org/wiki/%ED%8A%80%EB%A5%B4%ED%82%A4%EC%98%88, 0,  0,  6,  24, 17, 6,  39, 22, 12,  0, 0, 126, 50780
ku,Turkey,https://ku.wikipedia.org/wiki/Tirkiye, 0,  0,  9,  96, 43, 0,  41, 35, 42,  0, 0, 266, 52967
ky,Turkey,https://ky.wikipedia.org/wiki/%D0%A2%D2%AF%D1%80%D0%BA%D0%B8%D1%8F, 0,  0,  0,   4,  7, 0,   5,  7,  3,  2, 0,  28, 12129
lo,Turkey,https://lo.wikipedia.org/wiki/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BA%95%E0%BA%B8%E0%BA%A3%E0%BA%81%E0%BA%B5, 0,  0,  0,   0,  0, 0,   0,  5,  5,  0, 0,  10,  6495
la,Turkey,https://la.wikipedia.org/wiki/Turcia, 0,  0, 11,  32, 13, 0,  27, 29,  9,  0, 0, 121, 25312
lv,Turkey,https://lv.wikipedia.org/wiki/Turcija, 0,  0,  1,  26, 25, 0,  27, 28, 15,  0, 1, 123, 62064
lt,Turkey,https://lt.wikipedia.org/wiki/Turkija, 0,  0,  1,  19, 12, 3,  31, 10,  8,  0, 0,  84, 30424
lb,Turkey,https://lb.wikipedia.org/wiki/Tierkei, 0, 13,  4,  48,  9, 0,  14, 33, 12,  1, 0, 134, 14940
mk,Turkey,https://mk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D1%86%D0%B8%D1%98%D0%B0, 0,  2, 16, 103, 41, 0,  68, 91, 29,  3, 0, 353,163956
mg,Turkey,https://mg.wikipedia.org/wiki/Torkia, 0,  0,  1,   9,  2, 0,  12, 10,  0,  0, 0,  34,  8365
ms,Turkey,https://ms.wikipedia.org/wiki/Turki, 0,  1, 12, 106, 66, 0, 218,131, 21, 19, 1, 575, 83592
ml,Turkey,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B5%81%E0%B5%BC%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF, 1,  0,  3,   2,  0, 0,  14,  8,  6,  0, 0,  34, 34748
mt,Turkey,https://mt.wikipedia.org/wiki/Turkija, 0,  0,  3,   3,  2, 0,   7, 11,  1,  0, 0,  27, 15298
mi,Turkey,https://mi.wikipedia.org/wiki/T%C4%81kei, 0,  0,  2,   6,  5, 0,  10, 28,  0,  0, 0,  51,  7843
mr,Turkey,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  0,  0,  12,  8, 0,  11,  7,  6,  0, 0,  44, 12825
mn,Turkey,https://mn.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA, 0,  0,  1,  21, 18, 0,  24, 15, 23,  3, 0, 105, 23216
my,Turkey,https://my.wikipedia.org/wiki/%E1%80%90%E1%80%B0%E1%80%9B%E1%80%80%E1%80%AE%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0, 82, 142, 69, 1,  54,103, 21,  1, 0, 473, 20933
ne,Turkey,https://ne.wikipedia.org/wiki/%E0%A4%9F%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A5%80, 0,  0,  1,   3,  2, 0,  10, 11,  2,  0, 0,  29, 13528
no,Turkey,https://no.wikipedia.org/wiki/Tyrkia, 0,  0,  8,  30, 11, 0,  22, 42,  3,  3, 0, 119, 45045
ps,Turkey,https://ps.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%DA%A9%D9%8A%D9%87, 0,  0,  0,  16,  7, 0,  24, 19, 21,  0, 0,  87, 20446
fa,Turkey,https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87, 0,  0,  4,  72, 21, 0,  61, 65, 32,  0, 2, 257, 55939
pl,Turkey,https://pl.wikipedia.org/wiki/Turcja, 0,  1,  2,  22,  6, 0,  82, 11,  5,  2, 0, 131, 45820
pt,Turkey,https://pt.wikipedia.org/wiki/Turquia,11,  1, 13, 107, 83, 0,  63,104, 84,  1, 0, 467,144786
pa,Turkey,https://pa.wikipedia.org/wiki/%E0%A8%A4%E0%A9%81%E0%A8%B0%E0%A8%95%E0%A9%80, 0,  0,  3,  39, 20, 0,  32, 20,  0,  0, 0, 114, 18787
ro,Turkey,https://ro.wikipedia.org/wiki/Turcia, 0,  0,  2,  27,  9, 0,  22, 92, 22,  1, 0, 175, 67341
ru,Turkey,https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D1%86%D0%B8%D1%8F, 0, 90, 30, 308, 64,11, 315,167, 23,  0, 4,1012, 69960
sm,Turkey,https://sm.wikipedia.org/wiki/Take, 0,  0,  1,   2,  0, 0,   7,  7,  0,  2, 0,  19,  5578
gd,Turkey,https://gd.wikipedia.org/wiki/An_Tuirc, 0,  0,  0,   5,  3, 0,  12,  7,  1,  0, 0,  28,  9164
sr,Turkey,https://sr.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D1%81%D0%BA%D0%B0, 0,  1,  2,  20, 12, 0,  37, 40, 21,  2, 0, 135, 51751
st,Turkey,https://st.wikipedia.org/wiki/T%C3%BCrkiye, 0,  0,  0,   0,  0, 0,   2,  2,  0,  0, 0,   4,  5020
sn,Turkey,https://sn.wikipedia.org/wiki/Turuki, 0,  0,  0,   0,  0, 0,   4,  1,  0,  0, 0,   5,  5819
sd,Turkey,https://sd.wikipedia.org/wiki/%D8%AA%D8%B1%DA%AA%D9%8A, 0,  0,  0,   4,  4, 0,   1, 11,  0,  0, 0,  20,  7756
si,Turkey,https://si.wikipedia.org/wiki/%E0%B6%AD%E0%B7%94%E0%B6%BB%E0%B7%8A%E0%B6%9A%E0%B7%92%E0%B6%BA, 0,  0,  0,   5,  1, 0,   3,  2,  1,  0, 0,  12,  8641
sk,Turkey,https://sk.wikipedia.org/wiki/Turecko, 0,  1,  1,   9, 13, 0,   5,  9,  2,  0, 0,  40, 40959
sl,Turkey,https://sl.wikipedia.org/wiki/Tur%C4%8Dija, 0,  0,  1,  17,  4, 0,  13, 48, 13,  0, 0,  96, 47270
so,Turkey,https://so.wikipedia.org/wiki/Turkiga, 0,  0,  5,  19,  9, 0,  27, 21,  5,  2, 0,  88, 21352
es,Turkey,https://es.wikipedia.org/wiki/Turqu%C3%ADa, 9,  3, 13,  79, 50, 0,  49, 96, 39,  5, 0, 343, 93401
su,Turkey,https://su.wikipedia.org/wiki/Turki, 0,  0,  0,  10,  9, 0,   6,  6,  7,  0, 0,  38, 41296
sw,Turkey,https://sw.wikipedia.org/wiki/Uturuki, 0,  0,  4,   2, 11, 0,   9, 14, 12,  1, 0,  53, 13023
sv,Turkey,https://sv.wikipedia.org/wiki/Turkiet, 0,  0,  4,  34, 23, 4,  33, 63, 31,  1, 1, 194, 97357
tg,Turkey,https://tg.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%B8%D1%8F, 0,  0,  0,   1,  4, 0,   2,  1,  3,  0, 0,  11, 11438
ta,Turkey,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AF%81%E0%AE%B0%E0%AF%81%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF, 0,  0,  0,   6,  2, 0,  18, 14,  1,  0, 0,  41, 19590
te,Turkey,https://te.wikipedia.org/wiki/%E0%B0%9F%E0%B0%B0%E0%B1%8D%E0%B0%95%E0%B1%80, 0,  0,  1, 140, 11, 0,  36, 29,  3, 12, 0, 232,136304
th,Turkey,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%95%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B5, 9,  2, 43, 288,215, 0, 334,312, 76, 16, 2,1297, 62385
tr,Turkey,https://tr.wikipedia.org/wiki/T%C3%BCrkiye, 1,  0, 11,  89, 66, 1, 118,166, 83,  8, 0, 543,158912
uk,Turkey,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%B5%D1%87%D1%87%D0%B8%D0%BD%D0%B0, 0,  0,  3,  18,  7, 0,  26, 34, 33,  2, 0, 123, 67831
ur,Turkey,https://ur.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%DB%81, 0,  2,  9, 100, 52, 0,  58,110, 12, 22, 0, 365, 38745
uz,Turkey,https://uz.wikipedia.org/wiki/Turkiya, 0,  0,  7,  48, 49, 0,  70,120, 23,  9, 0, 326, 57332
vi,Turkey,https://vi.wikipedia.org/wiki/Th%E1%BB%95_Nh%C4%A9_K%E1%BB%B3, 2,  0, 20, 191, 64, 0,  52,219, 39,  2, 0, 589,112591
cy,Turkey,https://cy.wikipedia.org/wiki/Twrci, 0,  0,  4,  20, 10, 0,  42, 20, 10,  3, 0, 109, 42326
xh,Turkey,https://xh.wikipedia.org/wiki/ITurkiya, 0,  0,  2,   0,  0, 0,   0,  2,  0,  0, 0,   4,  5218
yi,Turkey,https://yi.wikipedia.org/wiki/%D7%98%D7%A2%D7%A8%D7%A7%D7%99%D7%99, 0,  0,  0,   6,  4, 0,   4, 16,  5,  0, 0,  35, 16752
yo,Turkey,https://yo.wikipedia.org/wiki/Turkey, 0,  0,  3,  17,  9, 0,   2, 19,  3,  0, 0,  53, 10086
zu,Turkey,https://zu.wikipedia.org/wiki/ITheki, 0,  0,  1,   0,  0, 0,   2,  3,  0,  0, 0,   6,  6833
af,Turkmenistan,https://af.wikipedia.org/wiki/Turkmenistan, 0,  0,  1,   7,  8, 0,   8,  7,  2,  0, 0,  33, 12278
sq,Turkmenistan,https://sq.wikipedia.org/wiki/Turkmenistani, 0,  0,  2,  27, 16, 0,  36, 44,  8,  0, 0, 133, 36114
am,Turkmenistan,https://am.wikipedia.org/wiki/%E1%89%B1%E1%88%AD%E1%8A%AD%E1%88%98%E1%8A%92%E1%88%B5%E1%89%B3%E1%8A%95, 0,  0,  0,   0,  0, 0,   1,  7,  0,  0, 0,   8,  4887
ar,Turkmenistan,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D9%83%D9%85%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86, 0,  1,  6,  23, 16, 0,  13, 49,  6,  2, 0, 116, 42554
hy,Turkmenistan,https://hy.wikipedia.org/wiki/%D4%B9%D5%B8%D6%82%D6%80%D6%84%D5%B4%D5%A5%D5%B6%D5%BD%D5%BF%D5%A1%D5%B6, 0,  0,  1,   4,  3, 0,  13, 13, 14,  0, 0,  48, 23445
az,Turkmenistan,https://az.wikipedia.org/wiki/T%C3%BCrkm%C9%99nistan, 0,  0,  1,   6,  7, 2,  19, 35, 19,  1, 0,  90, 23338
eu,Turkmenistan,https://eu.wikipedia.org/wiki/Turkmenistan, 0,  0,  2,   7, 19, 0,  15,  9,  3,  0, 0,  55, 18840
be,Turkmenistan,https://be.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%BC%D0%B5%D0%BD%D1%96%D1%81%D1%82%D0%B0%D0%BD, 1,  0,  2,   4,  3, 0,   5, 13,  1,  0, 0,  29, 27228
bn,Turkmenistan,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%81%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A6%AE%E0%A7%87%E0%A6%A8%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8, 0,  0, 10,  38, 25, 0,  17, 13, 68,  0, 0, 171, 72997
bs,Turkmenistan,https://bs.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   3,  5, 0,   7,  8,  1,  0, 0,  24, 12474
bg,Turkmenistan,https://bg.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%BC%D0%B5%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  1,   4, 14, 0,  50, 52,  4,  0, 0, 125, 47378
ca,Turkmenistan,https://ca.wikipedia.org/wiki/Turkmenistan, 0,  0,  1,  16, 14, 0,  11, 18, 17,  2, 0,  79, 22830
ceb,Turkmenistan,https://ceb.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   1,  0, 0,   0,  2,  0,  0, 0,   3,  5324
zh,Turkmenistan,https://zh.wikipedia.org/wiki/%E5%9C%9F%E5%BA%93%E6%9B%BC%E6%96%AF%E5%9D%A6, 0,  0,  9,  42, 19, 0,  80, 59, 41,  7, 0, 257, 17610
zh-TW,Turkmenistan,https://zh-classical.wikipedia.org/wiki/%E5%9C%9F%E5%BA%AB%E6%9B%BC%E6%96%AF%E5%9D%A6, 0,  0,  0,   0,  0, 0,   0,  0,  0,  0, 0,   0,  3938
co,Turkmenistan,https://co.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   1,  1, 0,   0,  4,  0,  0, 0,   6,  4343
hr,Turkmenistan,https://hr.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   6,  4, 0,   1,  5,  4,  0, 0,  20, 11765
cs,Turkmenistan,https://cs.wikipedia.org/wiki/Turkmenist%C3%A1n, 0,  0,  2,   9,  7, 0,   3, 11,  3,  1, 0,  36, 23389
da,Turkmenistan,https://da.wikipedia.org/wiki/Turkmenistan, 0,  0,  2,  20,  3, 0,  14, 18,  0,  0, 0,  57, 16965
nl,Turkmenistan,https://nl.wikipedia.org/wiki/Turkmenistan, 0,  0,  4,  14, 12, 0,   8, 34,  1,  1, 0,  74, 25243
en,Turkmenistan,https://en.wikipedia.org/wiki/Turkmenistan, 0,  5, 39,  91, 69, 0, 123, 74, 26,  9, 0, 436,127999
eo,Turkmenistan,https://eo.wikipedia.org/wiki/Turkmenio, 0,  1,  1,  11,  5, 0,   3, 20, 11,  0, 0,  52, 18031
et,Turkmenistan,https://et.wikipedia.org/wiki/T%C3%BCrkmenistan, 0,  0,  0,   3,  7, 0,   7,  2,  6,  2, 0,  27, 17092
tl,Turkmenistan,https://tl.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   2,  4, 0,   7,  6,  0,  0, 0,  19,  8045
fi,Turkmenistan,https://fi.wikipedia.org/wiki/Turkmenistan, 0,  0,  1,  18, 11, 0,   6,  3,  4,  0, 0,  43, 25780
fr,Turkmenistan,https://fr.wikipedia.org/wiki/Turkm%C3%A9nistan, 0,  1,  9,  16, 15, 0,   8, 43, 25,  0, 0, 117, 35396
fy,Turkmenistan,https://fy.wikipedia.org/wiki/Turkmenistan, 0,  0,  1,   2,  1, 0,   3, 12, 13,  0, 0,  32,  6255
gl,Turkmenistan,https://gl.wikipedia.org/wiki/Turkmenist%C3%A1n, 0,  0,  1,   5,  6, 0,   4, 14, 10,  0, 0,  40, 12708
ka,Turkmenistan,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%A3%E1%83%A0%E1%83%A5%E1%83%9B%E1%83%94%E1%83%9C%E1%83%94%E1%83%97%E1%83%98, 0,  0,  2,  18, 10, 0,  19, 11, 11,  0, 0,  71, 18715
de,Turkmenistan,https://de.wikipedia.org/wiki/Turkmenistan, 0,  2, 27, 123, 86, 0, 213,217, 62,  6, 1, 737, 98032
el,Turkmenistan,https://el.wikipedia.org/wiki/%CE%A4%CE%BF%CF%85%CF%81%CE%BA%CE%BC%CE%B5%CE%BD%CE%B9%CF%83%CF%84%CE%AC%CE%BD, 0,  1,  9,  34, 14, 3,  14, 30,  5,  1, 0, 111, 83868
gu,Turkmenistan,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AB%81%E0%AA%B0%E0%AB%8D%E0%AA%95%E0%AA%AE%E0%AB%87%E0%AA%A8%E0%AA%BF%E0%AA%B8%E0%AB%8D%E0%AA%A4%E0%AA%BE%E0%AA%A8, 0,  0,  0,   3,  9, 0,   1,  3,  1,  0, 0,  17,  5555
ht,Turkmenistan,https://ht.wikipedia.org/wiki/Tikmenistan, 0,  0,  1,   6,  1, 0,   6,  1,  2,  0, 0,  17,  5379
ha,Turkmenistan,https://ha.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   6,  9, 0,  19,  6,  2,  0, 0,  42,  6473
haw,Turkmenistan,https://haw.wikipedia.org/wiki/Tukemenikana, 0,  0,  0,  10,  8, 0,   2, 16,  1,  0, 0,  37,  4465
hi,Turkmenistan,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A4%AE%E0%A5%87%E0%A4%A8%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  0,  1,   8,  2, 0,   2,  4,  0,  1, 0,  18,  7420
hu,Turkmenistan,https://hu.wikipedia.org/wiki/T%C3%BCrkmeniszt%C3%A1n, 0,  2, 10,  18, 21, 0,  26, 16, 11,  0, 0, 104, 30749
is,Turkmenistan,https://is.wikipedia.org/wiki/T%C3%BArkmenistan, 0,  0,  0,   0,  0, 0,   0,  0,  0,  0, 0,   0, 13714
id,Turkmenistan,https://id.wikipedia.org/wiki/Turkmenistan, 0,  0,  5,  45,  8, 0,  45, 23, 28,  3, 0, 157, 32102
ga,Turkmenistan,https://ga.wikipedia.org/wiki/An_Tuircm%C3%A9anast%C3%A1in, 0,  0,  1,   3,  1, 0,   3,  8,  3,  1, 0,  20,  6721
it,Turkmenistan,https://it.wikipedia.org/wiki/Turkmenistan, 0,  0,  3,  24, 18, 0,  16, 41, 13,  0, 0, 115, 35096
ja,Turkmenistan,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AB%E3%82%AF%E3%83%A1%E3%83%8B%E3%82%B9%E3%82%BF%E3%83%B3, 6,  0, 17, 118,  6, 0,  57,126, 18, 33, 0, 381, 29502
jw,Turkmenistan,https://jv.wikipedia.org/wiki/Turkm%C3%A9nistan, 0,  0,  0,   0,  4, 0,   1,  7,  1,  0, 0,  13,  5446
kn,Turkmenistan,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B3%81%E0%B2%B0%E0%B3%8D%E0%B2%95%E0%B2%AE%E0%B3%86%E0%B2%A8%E0%B2%BF%E0%B2%B8%E0%B3%8D%E0%B2%A4%E0%B2%BE%E0%B2%A8%E0%B3%8D, 0,  0,  3,  17, 34, 0,  12, 21,  1,  0, 0,  88, 42819
kk,Turkmenistan,https://kk.wikipedia.org/wiki/%D0%A2%D2%AF%D1%80%D1%96%D0%BA%D0%BC%D0%B5%D0%BD%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  1,  24, 15, 1,  48, 30,  5,  6, 0, 130, 27966
km,Turkmenistan,https://km.wikipedia.org/wiki/%E1%9E%8F%E1%9E%BD%E1%9E%80%E1%9E%98%E1%9F%81%E1%9E%93%E1%9E%B8%E1%9E%9F%E1%9F%92%E1%9E%90%E1%9E%B6%E1%9E%93, 0,  0, 12,   7,  1, 0,   0,  2,  0,  0, 0,  22,  8927
ko,Turkmenistan,https://ko.wikipedia.org/wiki/%ED%88%AC%EB%A5%B4%ED%81%AC%EB%A9%94%EB%8B%88%EC%8A%A4%ED%83%84, 0,  0,  1,  14,  4, 0,  13, 10,  5,  1, 0,  48, 15394
ku,Turkmenistan,https://ku.wikipedia.org/wiki/Tirkmenistan, 0,  0,  3,   5,  2, 0,   5,  3,  3,  0, 0,  21, 11957
ky,Turkmenistan,https://ky.wikipedia.org/wiki/%D0%A2%D2%AF%D1%80%D0%BA%D0%BC%D3%A9%D0%BD%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  2,   7,  8, 0,   4,  7, 12,  0, 0,  40, 10500
la,Turkmenistan,https://la.wikipedia.org/wiki/Turcomannia, 0,  0,  6,   0,  4, 0,   4, 15,  3,  0, 0,  32,  7735
lv,Turkmenistan,https://lv.wikipedia.org/wiki/Turkmenist%C4%81na, 0,  0,  0,   0,  3, 0,   7,  0,  1,  0, 0,  11, 10894
lt,Turkmenistan,https://lt.wikipedia.org/wiki/Turkm%C4%97nija, 0,  0,  1,   6,  2, 0,   6,  5,  5,  0, 0,  25, 13163
lb,Turkmenistan,https://lb.wikipedia.org/wiki/Turkmenistan, 0,  3,  1,   5,  3, 0,   4,  2,  0,  0, 0,  18,  6367
mk,Turkmenistan,https://mk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%BC%D0%B5%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  0,   8,  3, 0,   7,  4,  0,  0, 0,  22, 15483
mg,Turkmenistan,https://mg.wikipedia.org/wiki/Torkmenist%C3%A0na, 0,  0,  1,   9,  2, 0,  14, 10,  2,  0, 0,  38,  7176
ms,Turkmenistan,https://ms.wikipedia.org/wiki/Turkmenistan, 0,  1,  1,  18, 15, 0,  39, 31,  8,  3, 0, 116, 26458
ml,Turkmenistan,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B5%81%E0%B5%BC%E0%B4%95%E0%B5%8D%E2%80%8C%E0%B4%AE%E0%B5%86%E0%B4%A8%E0%B4%BF%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE%E0%B5%BB, 0,  0,  0,   2,  1, 0,   1,  2,  1,  0, 0,   7, 16437
mt,Turkmenistan,https://mt.wikipedia.org/wiki/Turkmenistan, 0,  0,  0,   2,  1, 0,   2,  4,  0,  0, 0,   9,  7479
mi,Turkmenistan,https://mi.wikipedia.org/wiki/Tukumanat%C4%81nga, 0,  0,  1,   5,  2, 0,  10, 17,  0,  0, 0,  35,  5429
mr,Turkmenistan,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A4%AE%E0%A5%87%E0%A4%A8%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  0,  0,  18,  7, 0,  10,  6,  3,  0, 0,  44, 10442
mn,Turkmenistan,https://mn.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%BC%D0%B5%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  0,  22, 20, 0,  27, 31, 10,  1, 0, 111, 22765
my,Turkmenistan,https://my.wikipedia.org/wiki/%E1%80%90%E1%80%AC%E1%80%B7%E1%80%81%E1%80%BA%E1%80%99%E1%80%84%E1%80%BA%E1%80%94%E1%80%85%E1%80%B9%E1%80%85%E1%80%90%E1%80%94%E1%80%BA%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0, 10,  43, 18, 0,   7, 18,  5,  0, 0, 101,  7311
ne,Turkmenistan,https://ne.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A4%AE%E0%A5%87%E0%A4%A8%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  1,  0,   2,  3, 0,   5,  4,  1,  0, 0,  16,  8144
