lat,long,altitude,pix,rain,snow
-16.0,  82.60,-5350,#002F43,13071.6,    0.0
-16.0,  83.10,-5066,#002E45,12618.7,    0.0
-16.0,  83.65,-5343,#002D41,12271.4,    0.0
-16.0,  84.15,-5380,#022D40,12097.2,    0.0
-16.0,  84.70,-5147,#003245,11968.1,    0.0
-16.0,  85.20,-5097,#003142,12033.8,    0.0
-16.0,  85.70,-5013,#023145,11854.0,    0.0
-16.0,  86.25,-5121,#013044,11330.7,    0.0
-16.0,  86.75,-4425,#073A4F,11163.4,    0.0
-16.0,  87.25,-3574,#0F3C4F,11402.5,    0.0
-16.0,  87.80,-2685,#194E60,11749.1,    0.0
-16.0,  88.30,-2403,#183C4C,11724.1,    0.0
-16.0,  88.85,-4483,#012C3F,11565.2,    0.0
-16.0,  89.35,-5975,#012C3F,11404.2,    0.0
-16.0,  89.85,-4454,#00394D,11663.2,    0.0
-16.0,  90.40,-5855,#00293F,11869.6,    0.0
-16.0,  90.90,-5186,#002F46,11671.5,    0.0
-16.0,  91.45,-5018,#02354A,11623.2,    0.0
-16.0,  91.95,-4666,#003041,11496.3,    0.0
-16.0,  92.45,-5051,#033045,10859.4,    0.0
-16.0,  93.00,-4504,#053A4C,10554.8,    0.0
-16.0,  93.50,-5368,#042A3D,10287.3,    0.0
-16.0,  94.05,-5613,#012C3D,10442.1,    0.0
-16.0,  94.55,-4824,#003245,10838.8,    0.0
-16.0,  95.05,-5568,#00273B,10992.1,    0.0
-16.0,  95.60,-6053,#002C41,10639.4,    0.0
-16.0,  96.10,-5664,#002C41,10222.6,    0.0
-16.0,  96.60,-5193,#003044, 9888.5,    0.0
-16.0,  97.15,-5587,#002D42, 9603.6,    0.0
-16.0,  97.65,-5254,#003044, 9475.7,    0.0
-16.0,  98.20,-5698,#002C41, 9200.9,    0.0
-16.0,  98.70,-5270,#00283B, 9250.4,    0.0
-16.0,  99.20,-5872,#00293F, 9297.3,    0.0
-16.0,  99.75,-5129,#02263C, 9397.1,    0.0
-16.0, 100.25,-6111,#00283E, 9173.6,    0.0
-16.0, 100.80,-6192,#02283D, 8734.8,    0.0
-16.0, 101.30,-7063,#001A2D, 8732.8,    0.0
-16.0, 101.80,-6159,#012A40, 9008.6,    0.0
-16.0, 102.35,-5649,#002C41, 9018.6,    0.0
-16.0, 102.85,-5774,#002F43, 8656.4,    0.0
-16.0, 103.40,-6004,#001C2A, 8146.7,    0.0
-16.0, 103.90,-5939,#002D42, 7828.9,    0.0
-16.0, 104.40,-5948,#002C40, 7553.9,    0.0
-16.0, 104.95,-6122,#002A3F, 7293.4,    0.0
-16.0, 105.45,-6049,#002B40, 7272.3,    0.0
-16.0, 105.95,-5854,#012A40, 7198.2,    0.0
-16.0, 106.50,-5833,#002B40, 6978.5,    0.0
-16.0, 107.00,-5839,#002A40, 6817.7,    0.0
-16.0, 107.55,-5742,#00293F, 6717.8,    0.0
-16.0, 108.05,-5592,#002D42, 6607.0,    0.0
-16.0, 108.55,-5424,#002D42, 6461.3,    0.0
-16.0, 109.10,-5613,#002C41, 6390.9,    0.0
-16.0, 109.60,-5601,#002235, 6353.5,    0.0
-16.0, 110.15,-5864,#002B40, 6186.2,    0.0
-16.0, 110.65,-5691,#002E42, 6454.1,    0.0
-16.0, 111.15,-5390,#003046, 6578.5,    0.0
-16.0, 111.70,-5018,#013145, 6796.7,    0.0
-16.0, 112.20,-3981,#003A45, 7314.2,    0.0
-16.0, 112.75,-3190,#11495A, 7501.7,    0.0
-16.0, 113.25,-3330,#0E4657, 7899.7,    0.0
-16.0, 113.75,-3754,#123B4D, 7316.6,    0.0
-16.0, 114.30,-5513,#002F43, 6616.5,    0.0
-16.0, 114.80,-5500,#002C39, 6549.7,    0.0
-16.0, 115.30,-5683,#002C41, 7008.6,    0.0
-16.0, 115.85,-5492,#003044, 7166.4,    0.0
-16.0, 116.35,-5235,#002F43, 7197.6,    0.0
-16.0, 116.90,-5134,#012E43, 7248.1,    0.0
-16.0, 117.40,-5662,#002D44, 7502.2,    0.0
-16.0, 117.90,-5738,#002D42, 7730.7,    0.0
-16.0, 118.45,-5136,#01354A, 8208.4,    0.0
-16.0, 118.95,-2037,#215C6E, 8432.9,    0.0
-16.0, 119.50,-1719,#205F6E, 8680.2,    0.0
-16.0, 120.00,-1300,#236573, 9095.1,    0.0
-16.0, 120.50, -527,#296D7A, 9080.0,    0.0
-16.0, 121.05,  -68,#2E727F, 8906.9,    0.0
-16.0, 121.55,  -68,#2E727F, 8771.6,    0.0
-16.0, 122.10,  -51,#2D717E, 9411.8,    0.0
-16.0, 122.60,  -39,#2D737F,11010.8,    0.0
-16.0, 123.10,  -18,#205563,13398.8,    0.0
-16.0, 123.65,   -4,#276A73,15997.6,    0.0
-16.0, 124.15,  -23,#797D5C,17083.0,    0.0
-16.0, 124.70,  215,#5E5D3F,18626.5,    0.0
-16.0, 125.20,  233,#676147,17445.0,    0.0
-16.0, 125.70,  510,#6D6040,18230.7,    0.0
-16.0, 126.25,  475,#77653F,12825.7,    0.0
-16.0, 126.75,  396,#8B6F47,11811.9,    0.0
-16.0, 127.25,  301,#7E6C46,12487.6,    0.0
-16.0, 127.80,  190,#87704E,12487.6,    0.0
-16.0, 128.30,  129,#8D784B,12239.0,    0.0
-16.0, 128.85,   75,#8B7647,12553.4,    0.0
-16.0, 129.35,   96,#89764B,12592.9,    0.0
-16.0, 129.85,   35,#706C3F,13146.1,    0.0
-16.0, 130.40,  175,#897552,12402.3,    0.0
-16.0, 130.90,  160,#705B30,12149.3,    0.0
-16.0, 131.45,  115,#876B43,11447.5,    0.0
-16.0, 131.95,  240,#826A3E,12128.8,    0.0
-16.0, 132.45,  221,#8B6E46,11915.1,    0.0
-16.0, 133.00,  200,#7F7142,11871.8,    0.0
-16.0, 133.50,  195,#7C6B3F,11973.5,    0.0
-16.0, 134.05,  181,#6D6F3D,12104.7,    0.0
-16.0, 134.55,  211,#71693B,12557.2,    0.0
-16.0, 135.05,  165,#76714B,11443.4,    0.0
-16.0, 135.60,  132,#887555,13563.1,    0.0
-16.0, 136.10,   37,#6B6744,14280.0,    0.0
-16.0, 136.60,    5,#71633C,13387.8,    0.0
-16.0, 137.15,    3,#7E8051,16294.4,    0.0
-16.0, 137.65,   -2,#307584,18989.1,    0.0
-16.0, 138.20,   -8,#2D737F,21894.1,    0.0
