lat,long,altitude,pix,high,low
-61.5, -29.85,-4759,#002E3E, 3.5,-25.2
-61.5, -28.80,-3962,#0D4055, 3.5,-24.4
-61.5, -27.75,-4361,#003B50, 3.4,-24.4
-61.5, -26.70,-4572,#001117, 3.4,-24.3
-61.5, -25.65,-3917,#094158, 3.3,-24.1
-61.5, -24.60,-4023,#01384D, 3.4,-23.9
-61.5, -23.55,-4413,#003346, 3.3,-23.5
-61.5, -22.50,-4423,#023D4D, 3.3,-23.5
-61.5, -21.45,-3566,#003144, 3.2,-23.0
-61.5, -20.40,-4939,#002634, 3.2,-21.7
-61.5, -19.35,-4379,#002F40, 3.1,-21.8
-61.5, -18.30,-4100,#083B4E, 3.0,-22.1
-61.5, -17.25,-4176,#003244, 2.9,-22.5
-61.5, -16.20,-4911,#002F43, 3.0,-22.9
-61.5, -15.15,-4769,#003041, 3.0,-23.4
-61.5, -14.15,-5313,#003245, 3.0,-23.9
-61.5, -13.10,-4893,#003044, 2.9,-23.9
-61.5, -12.05,-4351,#013042, 2.8,-23.5
-61.5, -11.00,-5029,#003446, 2.7,-23.4
-61.5,  -9.95,-4788,#013145, 2.8,-23.8
-61.5,  -8.90,-4758,#003348, 2.9,-24.2
-61.5,  -7.85,-5095,#003046, 2.8,-24.5
-61.5,  -6.80,-5174,#002F43, 2.9,-24.5
-61.5,  -5.75,-5274,#002F43, 2.9,-24.6
-61.5,  -4.70,-5142,#002F43, 2.9,-24.7
-61.5,  -3.65,-5110,#022D40, 2.8,-24.9
-61.5,  -2.60,-5249,#002E45, 2.7,-25.0
-61.5,  -1.55,-5340,#002F43, 2.6,-24.9
-61.5,  -0.50,-5412,#002F43, 2.4,-24.8
-61.5,   0.50,-5447,#002F43, 2.4,-24.8
-61.5,   1.55,-5318,#002F43, 2.4,-24.7
-61.5,   2.60,-5370,#002F43, 2.3,-24.5
-61.5,   3.65,-5375,#002F43, 2.2,-24.3
-61.5,   4.70,-5312,#002F43, 2.2,-24.2
-61.5,   5.75,-5082,#003046, 2.2,-23.9
-61.5,   6.80,-5332,#003046, 2.1,-23.6
-61.5,   7.85,-5008,#003046, 2.1,-23.6
-61.5,   8.90,-4966,#013145, 2.2,-23.6
-61.5,   9.95,-4641,#003348, 2.1,-23.7
-61.5,  11.00,-4558,#012837, 2.1,-23.7
-61.5,  12.05,-4855,#00374B, 2.0,-23.7
-61.5,  13.10,-5065,#013145, 2.0,-23.8
-61.5,  14.15,-5107,#003547, 1.9,-23.8
