lat,long,altitude,pix,rain,snow
-39.5, -52.10,-5093,#003044,16967.8,    2.8
-39.5, -51.45,-5270,#002F43,16878.2,    0.7
-39.5, -50.85,-5369,#002F43,17189.0,    2.1
-39.5, -50.20,-5414,#002F43,17430.2,    0.0
-39.5, -49.55,-5404,#002F43,17646.0,    0.0
-39.5, -48.90,-5392,#002F43,17709.8,    0.0
-39.5, -48.25,-5342,#002F43,18022.3,    0.0
-39.5, -47.60,-5271,#002F43,18562.5,    0.0
-39.5, -46.95,-5223,#003044,18840.1,    0.0
-39.5, -46.30,-5224,#003044,19337.8,    0.0
-39.5, -45.65,-5185,#013044,19670.0,    0.0
-39.5, -45.00,-5183,#003046,19795.6,    0.0
-39.5, -44.35,-5136,#013147,19793.7,    0.0
-39.5, -43.70,-5101,#013145,19759.8,    0.0
-39.5, -43.05,-5092,#002E42,19634.1,    0.0
-39.5, -42.40,-5141,#003046,19709.5,    0.0
-39.5, -41.75,-5116,#003046,20218.9,    0.7
-39.5, -41.10,-5115,#003044,20742.4,    0.7
-39.5, -40.45,-5154,#013145,20970.5,    0.0
-39.5, -39.80,-5173,#003046,21251.3,    1.4
-39.5, -39.15,-5182,#003046,21680.4,    0.0
-39.5, -38.55,-5206,#003044,21801.4,    0.7
-39.5, -37.90,-5197,#002F43,21606.8,    0.0
-39.5, -37.25,-5163,#013145,21588.9,    2.1
-39.5, -36.60,-4996,#003245,21218.1,    0.0
-39.5, -35.95,-4893,#003144,20934.9,    0.0
-39.5, -35.30,-4998,#013145,20894.0,    0.0
-39.5, -34.65,-5029,#003044,21020.6,    0.0
-39.5, -34.00,-5092,#002E42,21376.2,    0.0
-39.5, -33.35,-5132,#003041,22014.5,    0.0
-39.5, -32.70,-5129,#032A3B,22268.7,    0.0
-39.5, -32.05,-4740,#02354A,22426.1,    0.0
-39.5, -31.40,-4910,#003547,22431.1,    0.0
-39.5, -30.75,-4717,#003748,22429.8,    0.0
-39.5, -30.10,-4536,#033A4E,22253.2,    0.0
-39.5, -29.45,-4290,#003748,22336.1,    0.7
-39.5, -28.80,-4198,#003D4F,22374.6,    0.0
-39.5, -28.15,-4237,#043146,22297.0,    0.0
-39.5, -27.50,-4084,#0A4356,22206.3,    0.0
-39.5, -26.85,-4052,#0A3949,22308.7,    1.4
-39.5, -26.20,-3942,#073B49,22446.8,    0.0
-39.5, -25.60,-4043,#0A3545,22681.2,    0.0
-39.5, -24.95,-3972,#093C4D,22730.8,    0.0
-39.5, -24.30,-3812,#0C4153,22821.2,    0.0
-39.5, -23.65,-4015,#073745,22544.0,    0.0
-39.5, -23.00,-3801,#0A3A4E,22402.9,    0.0
-39.5, -22.35,-3773,#0C3F52,22031.5,    0.0
-39.5, -21.70,-3699,#0C4153,21719.6,    0.0
-39.5, -21.05,-3978,#002B3B,21346.4,    0.0
-39.5, -20.40,-3567,#0C3F52,21166.1,    0.0
-39.5, -19.75,-3387,#104557,21085.4,    0.7
-39.5, -19.10,-3206,#124558,20807.2,    0.0
-39.5, -18.45,-3164,#124759,20761.4,    0.7
-39.5, -17.80,-2874,#144959,20554.8,    0.0
-39.5, -17.15,-2747,#144C5B,20572.0,    0.0
-39.5, -16.50,-2812,#174C5A,20533.2,    1.4
-39.5, -15.85,-2807,#184957,20285.2,    0.0
-39.5, -15.20,-2899,#154551,19948.1,    0.0
-39.5, -14.55,-3385,#104152,19582.3,    0.0
-39.5, -13.90,-3118,#15505E,19323.5,    2.1
-39.5, -13.25,-2960,#134C5D,19057.3,    2.8
-39.5, -12.65,-2856,#104354,18853.4,    0.7
-39.5, -12.00,-3186,#113F4E,18685.7,    0.0
-39.5, -11.35,-3924,#0D3B4A,18643.4,    0.0
-39.5, -10.70,-3727,#0E4057,18461.7,    0.0
-39.5, -10.05,-3163,#144553,18035.4,    0.0
-39.5,  -9.40,-2494,#185665,17805.3,    0.0
-39.5,  -8.75,-3299,#154454,17604.0,    0.0
