lat,long,altitude,pix,rain,snow
54.5, 152.10, -429,#286673, 5343.3, 35909.3
54.5, 152.95, -513,#276977, 5607.8, 34148.8
54.5, 153.80, -416,#286A78, 5932.3, 33953.5
54.5, 154.65, -200,#2D717E, 6606.0, 32225.9
54.5, 155.50,  -28,#2E7480, 7764.0, 30076.2
54.5, 156.35,  161,#535629, 7901.5, 33135.9
54.5, 157.25,  457,#2E3B0F, 8222.3, 52721.9
54.5, 158.10,  889,#153000, 5511.0, 60984.0
54.5, 158.95,  970,#3E441E, 4687.3, 57472.8
54.5, 159.80, 1350,#5A4F39, 4611.6, 56539.7
54.5, 160.65,   -3,#435034, 7257.2, 63543.2
54.5, 161.55,   -3,#254538, 5941.9, 92562.4
54.5, 162.40,-1874,#194D58, 7644.5, 67189.5
54.5, 163.25,-5108,#002738, 6928.1, 52670.1
54.5, 164.10,-5417,#002E45, 6711.6, 47980.8
54.5, 164.95,-4674,#002E42, 6648.7, 43252.3
54.5, 165.80,-6337,#04283E, 6804.0, 40406.8
54.5, 166.70, -282,#307282, 7116.0, 38799.6
54.5, 167.55, -252,#316A7B, 7176.7, 40019.0
54.5, 168.40, -333,#194E54, 7341.0, 36176.7
54.5, 169.25,-3548,#0D4053, 7460.0, 35728.7
54.5, 170.10,-3686,#0F4456, 7707.0, 35257.6
54.5, 171.00,-3746,#0E4152, 8048.5, 35212.8
54.5, 171.85,-3886,#0E4154, 8204.1, 35823.2
54.5, 172.70,-3907,#0E4154, 8287.3, 35688.8
54.5, 173.55,-3886,#0C3F52, 8334.9, 35737.8
54.5, 174.40,-3903,#0B3E51, 8417.0, 34915.3
54.5, 175.25,-2968,#174F60, 8406.7, 33990.6
54.5, 176.15,-2657,#0C3E49, 8650.8, 33595.1
54.5, 177.00,-3116,#0D3B48, 8633.6, 33208.0
54.5, 177.85,-2644,#124151, 8700.2, 33117.0
54.5, 178.70,-1259,#205B69, 8811.3, 31936.1
54.5, 179.55, -691,#296B79, 8823.5, 30835.7
55.0,-179.55,-3766,#0E4355, 8527.1, 31171.7
55.0,-178.70,-3835,#0E4154, 8692.8, 30852.5
55.0,-177.80,-3790,#0F4255, 9039.1, 30906.4
55.0,-176.95,-3777,#0E4355, 9118.6, 30625.0
