lat,long,altitude,pix,high,low
44.0,  74.70,  888,#A08768,38.2,-19.6
44.0,  75.40,  756,#A2896A,39.3,-18.9
44.0,  76.10,  614,#9E8664,40.5,-15.2
44.0,  76.80,  634,#927951,40.4,-17.5
44.0,  77.50,  568,#A08C67,40.7,-19.2
44.0,  78.20, 1476,#6E5B3A,33.9,-23.8
44.0,  78.90,  766,#BA9B7F,39.4,-20.2
44.0,  79.60,  505,#B9A584,41.3,-11.9
44.0,  80.25,  580,#8F7954,40.0,-14.1
44.0,  80.95,  600,#A49872,39.8,-16.7
44.0,  81.65,  915,#B9AA81,35.7,-17.3
44.0,  82.35, 2133,#3B3909,24.9,-31.2
44.0,  83.05, 2306,#444F0B,23.3,-26.5
44.0,  83.75, 3527,#B0A69A,16.9,-28.0
44.0,  84.45, 2833,#626120,20.4,-26.5
44.0,  85.15, 1991,#72703D,25.3,-23.5
44.0,  85.85, 1219,#AB986E,31.6,-20.9
44.0,  86.55,  827,#C8AE8D,37.3,-22.1
44.0,  87.20,  626,#978263,40.8,-22.8
44.0,  87.90,  910,#B29B7B,38.0,-26.1
44.0,  88.60, 1498,#B09872,31.9,-24.7
44.0,  89.30,  744,#9E8F66,38.1,-26.9
44.0,  90.00,  853,#A1896D,38.9,-30.1
44.0,  90.70, 1053,#D4BB9D,38.2,-27.8
44.0,  91.40, 1374,#B69D7E,35.9,-33.1
44.0,  92.10, 1894,#9E855D,32.1,-32.4
44.0,  92.80, 1654,#AD9573,33.4,-24.5
44.0,  93.45, 1595,#A19370,34.5,-23.0
44.0,  94.15,  584,#C3AC8D,40.4,-18.1
44.0,  94.85,  552,#A58A6C,42.5,-23.0
44.0,  95.55,  809,#A98F6A,39.8,-22.8
44.0,  96.25, 1138,#A38C6D,37.7,-25.2
44.0,  96.95, 1226,#9B8160,37.2,-28.0
44.0,  97.65, 1200,#A8906C,37.7,-24.7
44.0,  98.35, 1515,#B79B74,36.2,-23.9
44.0,  99.05, 1385,#BF9F6E,37.1,-26.4
44.0,  99.75, 1322,#A78F6D,37.4,-26.0
44.0, 100.40, 1318,#BFA280,36.7,-27.5
44.0, 101.10, 1158,#B79A70,38.0,-25.2
44.0, 101.80, 1036,#CEAE87,38.5,-22.9
44.0, 102.50, 1377,#BEA378,35.5,-24.3
44.0, 103.20, 1474,#C1A273,35.1,-24.5
44.0, 103.90, 1378,#C0A379,36.3,-25.3
44.0, 104.60, 1514,#D5BA8F,35.0,-27.0
44.0, 105.30, 1484,#C0A377,35.1,-27.7
44.0, 106.00, 1345,#B59668,36.0,-27.0
44.0, 106.70, 1319,#C9AA7C,35.6,-27.0
44.0, 107.35, 1274,#B69F75,36.3,-26.0
44.0, 108.05,  979,#CDB182,38.3,-24.2
44.0, 108.75,  886,#BC9F75,38.7,-24.3
44.0, 109.45,  905,#B19A71,38.8,-23.9
44.0, 110.15,  932,#D6B487,38.3,-23.5
44.0, 110.85, 1144,#C9A779,36.7,-25.1
44.0, 111.55, 1017,#C3A37C,37.8,-24.9
44.0, 112.25, 1050,#D1A87C,37.3,-24.7
44.0, 112.95,  950,#CCA57A,37.6,-27.4
44.0, 113.65, 1001,#C6A57A,36.8,-35.7
44.0, 114.30, 1073,#9F8051,35.8,-36.6
44.0, 115.00, 1121,#B89D72,34.6,-32.2
44.0, 115.70, 1152,#A68E60,34.5,-37.1
44.0, 116.40, 1198,#8B7B4A,34.1,-32.2
44.0, 117.10, 1346,#686836,32.1,-32.4
44.0, 117.80, 1144,#6B673A,32.5,-31.3
44.0, 118.50, 1055,#A39669,31.1,-28.6
44.0, 119.20,  669,#8B8354,33.9,-22.3
44.0, 119.90,  512,#777141,33.9,-20.7
44.0, 120.60,  312,#A18E64,34.7,-19.4
44.0, 121.25,  226,#736F42,35.1,-22.4
44.0, 121.95,  182,#545B28,35.0,-23.2
44.0, 122.65,  154,#97855F,32.8,-23.7
44.0, 123.35,  137,#817F56,32.1,-23.7
44.0, 124.05,  195,#514F26,31.5,-24.5
44.0, 124.75,  216,#4F5F3B,31.1,-24.7
44.0, 125.45,  218,#474B32,31.3,-28.4
44.0, 126.15,  202,#576439,31.7,-25.4
44.0, 126.85,  285,#3B5228,32.1,-27.6
44.0, 127.55,  458,#22370E,30.5,-27.4
44.0, 128.20,  882,#303C18,28.2,-27.2
44.0, 128.90,  705,#3F562C,28.9,-28.2
44.0, 129.60,  494,#324B21,30.5,-26.0
44.0, 130.30,  805,#384A20,29.2,-26.6
44.0, 131.00,  316,#43532C,31.6,-27.3
44.0, 131.70,   67,#506431,31.6,-27.6
44.0, 132.40,  240,#2E4018,30.8,-26.5
44.0, 133.10,  176,#5B5B29,31.2,-32.2
44.0, 133.80,  579,#103406,29.2,-28.3
44.0, 134.50,  949,#252B07,27.9,-27.9
44.0, 135.15,  316,#29410F,30.5,-22.7
44.0, 135.85, -205,#2B6D79,28.6,-19.2
44.0, 136.55,-1208,#1D5562,23.4,-13.9
44.0, 137.25,-2411,#174554,24.2,-12.9
44.0, 137.95,-2418,#194A59,24.4,-12.1
44.0, 138.65,-3195,#144758,24.4,-10.5
44.0, 139.35,-1793,#1F5360,24.6,-10.0
44.0, 140.05, -644,#205C66,24.2, -9.2
44.0, 140.75, -451,#2B6D7B,24.2, -7.7
44.0, 141.45,  -60,#2E7382,27.7,-12.1
44.0, 142.10,  311,#212F0B,27.9,-20.0
44.0, 142.80,  906,#37421A,24.4,-23.6
44.0, 143.50,  248,#303A18,29.1,-21.8
44.0, 144.20,   -5,#304631,27.9,-16.1
44.0, 144.90,    2,#427D81,27.6,-10.2
44.0, 145.60,  -74,#307982,24.2, -8.3
44.0, 146.30,  -59,#2E7480,21.0, -6.6
44.0, 147.00, -111,#2D737F,20.3, -5.9
44.0, 147.70, -268,#2A6C7A,18.6, -5.3
44.0, 148.40,-3309,#072F39,19.7, -5.0
44.0, 149.05,-5010,#003348,20.8, -4.8
44.0, 149.75,-8011,#070A1D,21.2, -4.5
44.0, 150.45,-7820,#001F3C,20.7, -4.1
44.0, 151.15,-6517,#00283B,20.7, -3.6
44.0, 151.85,-5319,#003044,20.8, -3.4
44.0, 152.55,-5214,#002B3E,21.6, -3.2
44.0, 153.25,-5039,#003346,22.1, -3.1
44.0, 153.95,-5290,#002D41,22.0, -2.9
44.0, 154.65,-5440,#002F43,22.4, -2.5
44.0, 155.35,-5501,#002B3E,22.5, -2.3
44.0, 156.00,-5525,#002A3D,22.5, -2.1
44.0, 156.70,-5438,#002E42,22.5, -2.0
44.0, 157.40,-5340,#002B40,22.0, -2.1
44.0, 158.10,-5488,#002B40,22.1, -1.9
44.0, 158.80,-5532,#002E42,22.3, -1.5
44.0, 159.50,-5518,#002B40,22.6, -1.1
44.0, 160.20,-5254,#002E42,22.7, -0.8
44.0, 160.90,-5755,#002C41,22.7, -0.8
44.0, 161.60,-5620,#002C41,22.7, -0.6
44.0, 162.30,-5679,#002E42,22.4,  0.1
44.0, 162.95,-5555,#002B40,22.0,  0.6
44.0, 163.65,-5727,#002A3F,21.9,  0.6
44.0, 164.35,-5891,#002A3F,21.8,  0.1
44.0, 165.05,-5749,#002C41,21.7,  0.1
44.0, 165.75,-5578,#002E42,21.6,  1.1
44.0, 166.45,-5488,#002F43,21.7,  0.7
44.0, 167.15,-4798,#003041,21.5,  0.3
44.0, 167.85,-5614,#022F44,21.9,  0.3
44.0, 168.55,-5113,#023246,22.3, -0.1
44.0, 169.25,-5642,#002D42,22.3,  1.0
44.0, 169.90,-5522,#002D41,22.3,  1.3
44.0, 170.60,-4378,#012B37,22.0,  1.1
44.0, 171.30,-5949,#002C41,22.1,  1.2
44.0, 172.00,-5801,#002D42,21.8,  1.3
44.0, 172.70,-5088,#002E42,21.8,  1.3
44.0, 173.40,-5005,#002A38,22.0,  1.5
44.0, 174.10,-5867,#002A3D,22.1,  1.4
44.0, 174.80,-6126,#002A3D,22.1,  1.8
44.0, 175.50,-5496,#002C41,21.9,  1.6
44.0, 176.20,-5959,#012B41,21.9,  1.9
44.0, 176.85,-5697,#002D42,21.9,  2.1
44.0, 177.55,-5670,#002E45,21.7,  2.3
44.0, 178.25,-5743,#002D42,21.5,  2.2
44.0, 178.95,-5664,#002C43,21.5,  2.3
44.0, 179.65,-5619,#002C41,21.2,  2.2
44.5,-179.65,-5741,#002B40,20.5,  2.1
44.5,-178.95,-5743,#012A40,20.7,  2.1
44.5,-178.25,-5694,#002E42,20.9,  2.3
44.5,-177.55,-5873,#00283C,20.7,  2.6
44.5,-176.85,-5621,#042335,20.3,  2.6
44.5,-176.15,-5666,#002D44,20.1,  2.7
44.5,-175.45,-5656,#042A3F,19.8,  2.7
44.5,-174.75,-5871,#002D44,19.5,  2.7
44.5,-174.05,-5296,#003046,19.6,  2.5
44.5,-173.35,-6004,#002939,19.7,  2.5
44.5,-172.65,-5750,#042A3D,19.9,  2.8
44.5,-171.95,-6679,#001727,20.1,  3.0
44.5,-171.25,-5685,#012B41,20.0,  3.0
44.5,-170.55,-5894,#022B3D,20.1,  2.8
44.5,-169.85,-5679,#033045,20.4,  2.6
44.5,-169.15,-5991,#002D42,20.5,  2.5
44.5,-168.45,-5724,#002D42,20.8,  2.2
44.5,-167.75,-5536,#002D42,21.3,  2.0
44.5,-167.05,-5836,#002D42,21.2,  2.0
44.5,-166.35,-5566,#002E42,21.2,  1.8
44.5,-165.65,-5632,#002F43,21.1,  2.3
44.5,-164.95,-5398,#002D41,21.5,  2.2
44.5,-164.25,-5545,#002F43,21.9,  2.4
44.5,-163.55,-5457,#022C42,22.0,  2.6
44.5,-162.85,-5262,#002F43,22.1,  2.9
44.5,-162.15,-5380,#012E41,22.1,  3.1
44.5,-161.45,-5499,#002F43,22.1,  3.3
44.5,-160.75,-5306,#002F43,22.4,  3.5
44.5,-160.05,-5159,#003044,22.6,  3.6
44.5,-159.35,-5308,#022F44,22.4,  3.4
44.5,-158.65,-5265,#002E42,22.3,  3.3
44.5,-157.95,-5227,#012E41,22.1,  3.3
44.5,-157.25,-5441,#002F43,22.0,  3.2
44.5,-156.55,-5269,#002F43,22.0,  3.3
44.5,-155.85,-5220,#002F43,21.8,  3.3
44.5,-155.15,-5413,#002F43,21.6,  3.3
44.5,-154.45,-5334,#002F43,21.5,  3.4
44.5,-153.75,-5361,#002F43,21.2,  3.8
44.5,-153.05,-5271,#002F43,20.9,  3.7
44.5,-152.35,-5378,#002D40,20.8,  4.0
44.5,-151.65,-5327,#002435,20.7,  4.3
44.5,-150.95,-5468,#002F43,20.6,  4.5
44.5,-150.25,-5288,#003044,20.5,  4.8
44.5,-149.55,-5242,#002E42,20.5,  4.9
44.5,-148.85,-5099,#003044,20.4,  4.6
44.5,-148.15,-5020,#002F45,20.3,  4.5
44.5,-147.45,-5006,#003044,20.2,  4.3
44.5,-146.75,-4871,#003044,20.0,  3.8
44.5,-146.05,-4934,#013145,20.3,  3.7
44.5,-145.35,-4829,#003346,20.2,  3.7
44.5,-144.65,-4761,#01354A,20.0,  3.7
44.5,-143.95,-4561,#04374A,19.9,  3.8
44.5,-143.25,-4623,#003547,19.9,  3.7
44.5,-142.55,-4412,#01384C,19.9,  3.3
44.5,-141.85,-4256,#05384D,20.0,  3.6
44.5,-141.15,-4302,#023A4B,20.2,  3.5
44.5,-140.45,-4345,#00394C,20.4,  3.7
44.5,-139.75,-4379,#00394D,20.1,  3.7
44.5,-139.05,-4277,#093C4F,20.0,  3.9
44.5,-138.35,-4207,#0D3C50,20.0,  3.6
44.5,-137.65,-4101,#0D4053,19.9,  3.9
44.5,-136.95,-4061,#114457,19.8,  3.8
44.5,-136.25,-4063,#0A3D50,20.0,  3.6
44.5,-135.55,-3994,#0B3F54,20.0,  4.0
44.5,-134.80,-3910,#0D4053,19.7,  3.8
44.5,-134.10,-3928,#0F4255,19.5,  4.0
44.5,-133.40,-3804,#0C3F52,19.4,  4.0
44.5,-132.70,-3734,#0E4355,19.5,  3.8
44.5,-132.00,-3620,#0E4355,19.8,  4.6
44.5,-131.30,-3555,#114658,19.9,  4.9
44.5,-130.60,-2688,#18505F,19.9,  4.6
44.5,-129.90,-2527,#215260,19.9,  4.7
44.5,-129.20,-2446,#0E4655,20.1,  4.6
44.5,-128.50,-2798,#164E5D,20.1,  4.8
44.5,-127.80,-2839,#185260,20.3,  4.3
44.5,-127.10,-2904,#174F5E,20.1,  3.6
44.5,-126.40,-2892,#174F5E,20.0,  3.6
44.5,-125.70,-2901,#164E5D,19.9,  3.7
44.5,-125.00, -822,#296D7A,18.7,  2.7
44.5,-124.30,  -80,#2E727F,23.6, -0.7
44.5,-123.60,  413,#364D23,33.8, -5.1
44.5,-122.90,  113,#746B44,37.4, -6.6
44.5,-122.20,  736,#293A0E,36.8,-11.9
44.5,-121.50, 1086,#60592D,38.5,-16.3
44.5,-120.80, 1309,#5C5020,37.0,-18.9
44.5,-120.10, 1398,#746733,36.3,-20.2
44.5,-119.40, 1116,#715B36,37.8,-20.4
44.5,-118.70, 1191,#756238,37.3,-20.9
44.5,-118.00, 1123,#846E45,38.4,-19.9
44.5,-117.30, 1284,#937956,36.5,-20.9
44.5,-116.60,  941,#A27754,38.9,-24.7
44.5,-115.90, 1709,#5B5821,33.0,-23.2
44.5,-115.20, 2032,#6F5E30,29.7,-22.1
44.5,-114.50, 2597,#51410E,26.1,-30.8
44.5,-113.80, 1646,#BBA983,33.6,-29.1
44.5,-113.10, 2279,#8C7144,28.7,-30.7
44.5,-112.40, 2235,#917341,28.5,-33.8
44.5,-111.70, 2111,#3D3C06,29.7,-29.9
44.5,-111.00, 2633,#544818,26.6,-31.1
44.5,-110.30, 2358,#110C00,28.2,-27.6
44.5,-109.60, 2287,#5D4C20,29.9,-30.7
44.5,-108.90, 1605,#96845E,35.7,-36.8
44.5,-108.20, 1249,#C4AE89,37.2,-31.3
44.5,-107.50, 2714,#6C652E,27.8,-33.9
44.5,-106.80, 1429,#706336,35.2,-35.0
44.5,-106.10, 1148,#887348,38.5,-35.5
44.5,-105.40, 1346,#827348,37.7,-34.6
44.5,-104.70, 1260,#80703F,36.9,-34.7
44.5,-104.00, 1165,#7A7639,37.7,-34.4
44.5,-103.30,  876,#6E6E3C,39.6,-30.7
44.5,-102.60,  817,#6A6E3B,39.6,-30.9
44.5,-101.90,  710,#606135,39.6,-30.7
44.5,-101.20,  645,#70693B,41.8,-29.9
44.5,-100.50,  542,#625D35,40.0,-28.9
44.5, -99.80,  538,#636C3D,39.2,-30.4
44.5, -99.10,  533,#63693B,38.4,-30.9
44.5, -98.40,  402,#63653D,38.4,-29.2
44.5, -97.70,  502,#474F1C,37.6,-29.5
44.5, -97.00,  516,#525624,36.6,-28.5
44.5, -96.30,  516,#425221,37.0,-29.6
44.5, -95.60,  325,#495628,37.9,-29.9
44.5, -94.90,  256,#324B14,38.0,-31.2
44.5, -94.20,  300,#2E4920,36.1,-31.5
44.5, -93.50,  332,#445C2C,34.2,-29.9
44.5, -92.80,  334,#39511F,32.6,-31.0
44.5, -92.10,  334,#3B5224,32.8,-30.5
44.5, -91.40,  304,#284413,33.3,-31.4
44.5, -90.70,  284,#244010,33.6,-31.9
44.5, -90.00,  340,#3F5524,33.3,-31.1
44.5, -89.30,  346,#404D1F,33.4,-29.3
44.5, -88.60,  234,#37461B,34.6,-30.4
44.5, -87.90,  241,#535B2C,34.6,-26.6
44.5, -87.20,  177,#11222C,23.8,-16.6
44.5, -86.50,  177,#12202B,23.1,-13.2
44.5, -85.80,  318,#444F27,32.0,-21.8
44.5, -85.10,  376,#324317,33.6,-23.0
44.5, -84.40,  365,#373F10,34.4,-23.5
44.5, -83.70,  261,#354C20,34.3,-22.7
44.5, -83.00,  176,#12202B,23.9,-13.0
44.5, -82.30,  176,#12202B,21.7,-12.8
44.5, -81.60,  175,#12202B,26.0,-15.1
44.5, -80.90,  286,#3B5323,30.6,-21.6
44.5, -80.20,  189,#30523A,28.9,-21.7
44.5, -79.50,  282,#394F21,31.4,-27.4
44.5, -78.80,  266,#5E6C39,30.7,-26.8
44.5, -78.10,  235,#324822,31.0,-26.7
44.5, -77.40,  207,#30491F,31.0,-27.5
44.5, -76.70,  140,#254418,31.4,-26.6
44.5, -76.00,  100,#1C3714,30.6,-24.6
44.5, -75.30,  131,#385421,31.4,-29.4
44.5, -74.60,  442,#19420A,29.0,-30.4
44.5, -73.90,  471,#223D10,29.4,-29.5
44.5, -73.20,   55,#637045,31.0,-26.3
44.5, -72.50,  446,#254212,30.5,-33.1
44.5, -71.80,  665,#284310,29.7,-33.2
44.5, -71.10,  447,#244D11,32.0,-29.7
44.5, -70.40,  143,#385624,34.7,-29.7
44.5, -69.70,   49,#354C1E,34.5,-26.2
44.5, -69.00,   58,#334E21,33.1,-22.9
44.5, -68.30,    2,#485A34,30.9,-21.9
44.5, -67.60,   27,#2F4530,27.8,-20.4
44.5, -66.90,  -33,#2B707F,27.1,-20.9
44.5, -66.20,  -99,#296273,28.1,-15.5
44.5, -65.50,  162,#364B24,30.5,-18.5
44.5, -64.80,  101,#2E451B,32.6,-20.6
44.5, -64.10,   27,#31432D,27.7,-17.9
44.5, -63.40,  -55,#2A6F7E,27.0,-15.6
44.5, -62.70, -117,#2C707D,26.6,-16.0
44.5, -62.00, -191,#2D717E,22.8,-12.0
44.5, -61.30, -131,#2E727F,22.7,-11.1
44.5, -60.60,  -54,#2E727F,22.7, -9.6
44.5, -59.90,  -78,#2F7581,23.0, -8.7
44.5, -59.20,  -61,#2D717E,23.2, -7.6
44.5, -58.50,  -71,#2E727F,23.6, -6.8
44.5, -57.80,  -71,#2C707D,23.9, -6.3
44.5, -57.10, -529,#235D68,23.8, -5.3
44.5, -56.40,-1602,#1F5360,23.8, -5.0
44.5, -55.70,-2270,#1F4F5D,24.2, -4.5
44.5, -55.00,-2335,#225664,24.6, -4.0
44.5, -54.30,-1939,#1A5C6C,24.2, -3.5
44.5, -53.60, -262,#2C6C78,23.8, -3.2
44.5, -52.90, -105,#2D717E,23.9, -3.2
44.5, -52.20,  -69,#2D717E,24.3, -3.3
44.5, -51.50,  -66,#2F7380,23.9, -3.6
44.5, -50.80,  -64,#2D717E,23.7, -3.5
44.5, -50.10,  -48,#2E727F,23.7, -3.6
44.5, -49.40,  -54,#2E727F,23.8, -3.7
44.5, -48.70,-2317,#12404D,21.3, -3.3
44.5, -48.00,-3454,#0F4253,23.1, -2.5
44.5, -47.30,-3854,#104354,24.3, -1.7
44.5, -46.60,-3842,#0E4154,24.7, -1.2
44.5, -45.90,-3850,#0D4053,25.1, -0.5
44.5, -45.20,-4161,#0D3D51,25.1,  0.1
44.5, -44.45,-4743,#013447,25.1,  0.5
44.5, -43.75,-4803,#003647,25.0,  0.9
44.5, -43.05,-4836,#003245,24.8,  1.4
44.5, -42.35,-4623,#003346,24.8,  1.8
44.5, -41.65,-4854,#003346,25.1,  2.2
44.5, -40.95,-4312,#002C3D,25.4,  2.3
44.5, -40.25,-2221,#185260,25.2,  2.5
44.5, -39.55,-3901,#093848,25.0,  2.7
44.5, -38.85,-4154,#0D4053,24.9,  3.0
44.5, -38.15,-3898,#0B4052,24.8,  2.6
44.5, -37.45,-4240,#033A4F,25.0,  3.4
44.5, -36.75,-4299,#0B3C4D,25.3,  3.5
44.5, -36.05,-4272,#09384C,25.1,  3.8
44.5, -35.35,-3986,#0A3E53,24.8,  4.1
44.5, -34.65,-3947,#0F4255,24.4,  4.4
44.5, -33.95,-2868,#10323E,24.3,  4.4
44.5, -33.25,-3656,#0D4051,24.4,  4.6
44.5, -32.55,-3511,#104459,24.4,  5.3
44.5, -31.85,-3411,#104054,24.3,  5.7
44.5, -31.15,-3081,#14475A,24.1,  5.8
44.5, -30.45,-2810,#124654,23.9,  6.0
44.5, -29.75,-2802,#154A5C,24.0,  6.1
44.5, -29.05,-2447,#1F5464,23.9,  6.2
44.5, -28.35,-2662,#0F3741,23.6,  6.1
44.5, -27.65,-2482,#113543,23.4,  6.3
44.5, -26.95,-3135,#1E5260,23.0,  6.3
44.5, -26.25,-3066,#184B5C,23.0,  6.6
44.5, -25.55,-2972,#1A4D5E,22.9,  6.8
44.5, -24.85,-3155,#114553,23.2,  6.8
44.5, -24.15,-2935,#124757,23.0,  6.9
44.5, -23.45,-3222,#175260,22.3,  6.7
44.5, -22.75,-3259,#164B5D,22.2,  7.0
44.5, -22.05,-3634,#0C4151,22.0,  6.4
44.5, -21.35,-3959,#0B3E51,21.9,  6.3
44.5, -20.65,-4319,#0B3E51,21.8,  6.4
44.5, -19.95,-4099,#0B4256,21.6,  6.9
44.5, -19.25,-4776,#013648,21.5,  7.0
44.5, -18.55,-4488,#003544,21.4,  6.8
44.5, -17.85,-4884,#053043,21.4,  6.7
44.5, -17.15,-3960,#001722,21.3,  6.9
44.5, -16.45,-3930,#0E4355,21.3,  7.1
44.5, -15.75,-4849,#012E41,21.2,  7.5
44.5, -15.05,-5159,#013243,21.1,  8.4
44.5, -14.35,-5375,#012839,21.0,  9.1
44.5, -13.65,-4990,#003044,20.9,  9.2
44.5, -12.95,-4685,#052234,20.8,  9.2
44.5, -12.25,-4850,#00394A,20.9,  9.5
44.5, -11.55,-4974,#002F43,20.7,  9.3
44.5, -10.85,-4981,#013147,20.8,  8.9
44.5, -10.15,-4961,#003148,20.9,  9.1
44.5,  -9.45,-4949,#003245,21.2,  9.2
44.5,  -8.75,-4864,#003247,21.8,  8.4
44.5,  -8.05,-4899,#003247,22.4,  7.9
44.5,  -7.35,-4871,#003247,23.0,  7.7
44.5,  -6.65,-4832,#013145,23.6,  7.6
44.5,  -5.95,-4752,#003547,24.8,  7.7
44.5,  -5.25,-4645,#00364A,25.2,  7.5
44.5,  -4.55,-4234,#0E4355,26.4,  6.8
44.5,  -3.85,-4081,#0B3E51,27.1,  7.4
44.5,  -3.15,-1634,#1F5E6D,27.5,  7.2
44.5,  -2.45,-1418,#296879,27.8,  6.3
44.5,  -1.75,  -99,#2D737F,30.2,  4.9
44.5,  -1.05,   37,#556133,41.8, -1.0
44.5,  -0.35,   68,#4C4D2E,41.5, -3.9
44.5,   0.35,   99,#8B8354,39.2, -4.0
44.5,   1.05,   73,#4E5623,37.9, -3.1
44.5,   1.75,  289,#4F5925,37.0, -3.8
44.5,   2.45,  373,#616741,35.8, -3.6
44.5,   3.15,  767,#3D4222,32.5, -5.3
44.5,   3.85,  966,#4B472C,31.5, -7.1
44.5,   4.55,  456,#3B4522,35.3, -4.4
44.5,   5.25, 1062,#5C6934,31.2, -8.8
44.5,   5.95, 1834,#34400E,25.4,-11.9
44.5,   6.65, 2662,#B3A684,20.7,-20.9
44.5,   7.35, 1102,#0B1500,30.1, -9.2
44.5,   8.05,  549,#3C441B,32.7, -5.3
44.5,   8.75,  490,#3D4722,31.0, -3.2
44.5,   9.45, 1194,#485F2B,27.6, -5.9
44.5,  10.15,  922,#647241,31.1, -8.0
44.5,  10.85,  211,#716646,36.0, -3.3
44.5,  11.55,   23,#877A57,38.8, -3.9
44.5,  12.25,   -2,#2C4527,36.7, -2.1
44.5,  12.95,  -40,#2F7581,29.6,  4.8
44.5,  13.65,  -40,#2E7480,30.0,  5.6
44.5,  14.35,  -40,#277486,29.2,  4.8
44.5,  15.05,   34,#CECAC9,34.8, -1.7
44.5,  15.75,  708,#78663E,33.0,-13.0
44.5,  16.45,  773,#575D31,33.8,-19.5
44.5,  17.15,  386,#344C18,35.7,-11.2
44.5,  17.85,  448,#375320,35.1, -7.7
44.5,  18.55,  229,#59663A,36.7, -8.7
44.5,  19.25,  175,#6C7349,36.9, -9.0
44.5,  19.95,  118,#7D794C,38.2,-10.6
44.5,  20.65,  189,#5A6231,37.7,-13.6
44.5,  21.35,  117,#6E6834,37.8,-12.8
44.5,  22.05,  332,#4A522D,36.0,-14.2
44.5,  22.75,   36,#6D754E,38.3, -5.6
44.5,  23.45,  242,#5E633A,35.7, -7.3
44.5,  24.15,  221,#5F613A,35.7, -7.7
44.5,  24.85,  197,#6A623B,36.7, -7.6
44.5,  25.55,  130,#716942,37.2, -8.1
44.5,  26.25,   78,#76744B,37.1, -6.7
44.5,  26.95,   54,#5F653F,37.4, -5.2
44.5,  27.65,   33,#666745,36.6, -6.2
44.5,  28.35,  135,#847B5C,32.5, -7.3
44.5,  29.05,  -26,#2E7480,34.4, -8.3
44.5,  29.75,  -57,#2E7480,27.7, -2.7
