lat,long,altitude,pix,rain,snow
-31.0, -44.00, -3352,#134659,21212.4,    0.0
-31.0, -43.40, -3716,#0E4152,21785.2,    0.0
-31.0, -42.80, -3889,#0E3E52,21610.6,    0.0
-31.0, -42.25, -3702,#0F4456,21605.6,    0.0
-31.0, -41.65, -3792,#0E4355,21984.8,    0.0
-31.0, -41.05, -3801,#104354,22553.5,    0.0
-31.0, -40.50, -3858,#0D4254,22567.0,    0.0
-31.0, -39.90, -3913,#0D3C50,23041.2,    0.0
-31.0, -39.30, -4121,#083B4E,23615.1,    0.0
-31.0, -38.75, -3755,#0F4456,24081.1,    0.0
-31.0, -38.15, -3101,#144C5D,24309.4,    0.0
-31.0, -37.55, -2909,#144D5E,24953.2,    0.0
-31.0, -37.00, -2046,#1F5A6A,24881.0,    0.0
-31.0, -36.40, -1483,#245F6D,24799.9,    0.0
-31.0, -35.85, -1241,#215C6C,25244.1,    0.0
-31.0, -35.25, -1511,#1F5D6A,25734.6,    0.0
-31.0, -34.65, -2222,#215465,25577.9,    0.0
-31.0, -34.10,  -825,#246372,25253.9,    0.0
-31.0, -33.50, -1113,#246470,24855.5,    0.0
-31.0, -32.90, -1654,#225D6B,24643.7,    0.0
-31.0, -32.35, -2736,#174F5E,23995.2,    0.0
-31.0, -31.75, -3190,#164F60,23428.1,    0.0
-31.0, -31.15, -4124,#0C3F52,22941.3,    0.0
-31.0, -30.60, -4151,#053E4F,22714.2,    0.0
-31.0, -30.00, -3855,#0F3E4E,22237.4,    0.0
-31.0, -29.40, -3067,#144556,21838.3,    0.0
-31.0, -28.85, -3046,#154D5C,22041.0,    0.0
-31.0, -28.25, -4112,#083B4E,21852.8,    0.0
-31.0, -27.65, -4640,#003748,21356.4,    0.0
-31.0, -27.10, -4761,#002E41,20756.2,    0.0
-31.0, -26.50, -4455,#053448,20460.5,    0.0
-31.0, -25.90, -4593,#013145,20325.8,    0.0
-31.0, -25.35, -4420,#003145,20195.9,    0.0
-31.0, -24.75, -4480,#003144,19857.0,    0.0
-31.0, -24.15, -4548,#0A3F51,19512.7,    0.0
-31.0, -23.60, -4582,#003344,18667.8,    0.0
-31.0, -23.00, -4410,#023B4E,18494.5,    0.0
-31.0, -22.45, -4551,#013648,18111.0,    0.0
-31.0, -21.85, -4531,#02394D,17822.3,    0.0
-31.0, -21.25, -4571,#03374C,17534.6,    0.0
-31.0, -20.70, -4531,#01394A,17192.0,    0.0
