lat,long,altitude,pix,high,low
 5.5,-138.10,-4582,#013648,27.5,23.1
 5.5,-137.55,-4565,#023749,27.5,23.1
 5.5,-137.05,-4392,#003446,27.6,23.5
 5.5,-136.55,-4600,#023749,27.5,23.6
 5.5,-136.05,-4576,#013648,27.5,23.7
 5.5,-135.55,-4588,#03384A,27.5,23.7
 5.5,-135.05,-4607,#013648,27.5,23.6
 5.5,-134.55,-4470,#00374B,27.5,23.5
 5.5,-134.05,-4534,#01384C,27.4,23.4
 5.5,-133.55,-4597,#00374A,27.3,23.4
 5.5,-133.05,-4317,#033649,27.3,23.4
 5.5,-132.55,-4207,#063E4F,27.2,23.4
 5.5,-132.05,-4184,#033A4E,27.2,23.4
 5.5,-131.55,-4500,#003647,27.3,23.4
 5.5,-131.05,-4085,#094054,27.3,23.5
 5.5,-130.55,-4399,#05384D,27.4,23.4
 5.5,-130.05,-3579,#0E4559,27.4,23.3
 5.5,-129.55,-4283,#00262F,27.3,23.3
 5.5,-129.05,-3491,#0E3F50,27.3,23.4
 5.5,-128.55,-4493,#013447,27.3,23.5
 5.5,-128.05,-4405,#06394C,27.4,23.4
 5.5,-127.55,-4133,#053647,27.2,23.6
 5.5,-127.05,-4464,#03374C,27.2,23.5
 5.5,-126.55,-4341,#0C3B4F,27.2,23.6
 5.5,-126.05,-4456,#01384C,27.3,23.5
 5.5,-125.50,-4513,#003245,27.3,23.3
 5.5,-125.00,-4453,#003849,27.3,23.4
 5.5,-124.50,-4247,#04374A,27.4,23.5
 5.5,-124.00,-4290,#00374A,27.4,23.5
 5.5,-123.50,-4346,#083B4E,27.4,23.6
 5.5,-123.00,-3965,#0A3D50,27.3,23.7
 5.5,-122.50,-4041,#0C3F52,27.4,23.7
 5.5,-122.00,-4207,#093C4F,27.3,23.6
 5.5,-121.50,-4281,#0C3C50,27.3,23.8
 5.5,-121.00,-4240,#043949,27.4,23.8
 5.5,-120.50,-4113,#083B4E,27.4,23.9
 5.5,-120.00,-4140,#093C4F,27.5,23.8
 5.5,-119.50,-4538,#003647,27.4,23.6
 5.5,-119.00,-4025,#0E4154,27.4,23.6
 5.5,-118.50,-4222,#033242,27.2,23.6
 5.5,-118.00,-4349,#013A4B,27.4,23.5
 5.5,-117.50,-4303,#06394C,27.4,23.4
 5.5,-117.00,-4288,#093E50,27.6,23.4
 5.5,-116.50,-4191,#0C3C50,27.7,23.4
 5.5,-116.00,-4280,#0C3B4F,27.7,23.3
 5.5,-115.50,-4150,#0C3F52,27.8,23.4
 5.5,-115.00,-4066,#083B4E,27.7,23.2
 5.5,-114.50,-3840,#0C3F52,27.6,23.1
 5.5,-113.95,-3907,#0B4052,27.6,23.3
 5.5,-113.45,-3989,#0B4052,27.6,23.0
 5.5,-112.95,-4076,#0C3F52,27.8,23.0
 5.5,-112.45,-4037,#0D4053,28.0,23.2
 5.5,-111.95,-4034,#093A4B,28.0,23.4
 5.5,-111.45,-4186,#0A3F51,28.1,23.5
 5.5,-110.95,-3951,#0C3F52,28.2,23.5
 5.5,-110.45,-3949,#043345,28.2,23.5
 5.5,-109.95,-3999,#104152,28.0,23.4
 5.5,-109.45,-3941,#0C3D4E,28.1,23.5
 5.5,-108.95,-3869,#0F4255,28.0,23.5
 5.5,-108.45,-3842,#0C3F52,28.0,23.6
 5.5,-107.95,-3816,#0E4657,27.9,23.6
 5.5,-107.45,-3764,#0E4355,27.9,23.6
 5.5,-106.95,-3798,#0F4255,27.9,23.5
 5.5,-106.45,-3709,#0F4253,28.0,23.5
 5.5,-105.95,-3793,#0B3E4F,28.0,23.4
 5.5,-105.45,-3667,#124558,28.1,23.4
 5.5,-104.95,-3692,#104152,28.2,23.6
 5.5,-104.45,-3492,#14475A,28.2,23.5
 5.5,-103.95,-3324,#14495B,28.2,23.6
 5.5,-103.45,-3350,#0B4352,28.2,23.6
 5.5,-102.95,-3276,#104354,28.3,23.7
 5.5,-102.45,-3044,#033141,28.3,23.7
 5.5,-101.90,-3028,#184B5C,28.2,23.8
 5.5,-101.40,-3278,#144758,28.3,23.6
 5.5,-100.90,-3410,#15485B,28.3,23.9
 5.5,-100.40,-3343,#154A5A,28.3,23.8
 5.5, -99.90,-3498,#0F4253,28.3,23.1
 5.5, -99.40,-3538,#0E4152,28.3,23.0
 5.5, -98.90,-3493,#104354,28.4,23.7
 5.5, -98.40,-3476,#114457,28.4,23.9
 5.5, -97.90,-3679,#0E4152,28.4,23.9
 5.5, -97.40,-3631,#094152,28.4,23.9
 5.5, -96.90,-3609,#0B3E4F,28.5,23.9
 5.5, -96.40,-3565,#0A3B4A,28.7,23.8
 5.5, -95.90,-3580,#0F4253,28.8,23.9
 5.5, -95.40,-3560,#144556,28.9,23.9
 5.5, -94.90,-3569,#0D4051,28.7,23.8
 5.5, -94.40,-3544,#114658,28.8,23.7
 5.5, -93.90,-3551,#0D4051,28.7,23.6
 5.5, -93.40,-3558,#104354,28.8,23.6
 5.5, -92.90,-3692,#0F4253,28.8,23.8
 5.5, -92.40,-3673,#104356,28.7,23.8
 5.5, -91.90,-3633,#104356,28.6,23.8
 5.5, -91.40,-3562,#104356,28.4,23.9
 5.5, -90.90,-3639,#0F4255,28.2,23.9
 5.5, -90.40,-3517,#114457,28.5,23.9
 5.5, -89.85,-3371,#124A57,28.6,24.0
 5.5, -89.35,-2548,#124A59,28.6,24.1
 5.5, -88.85,-2891,#073340,28.4,23.5
 5.5, -88.35,-2829,#17505B,28.6,23.1
 5.5, -87.85,-1987,#245661,28.6,23.3
 5.5, -87.35,-1940,#1D5667,28.5,22.8
 5.5, -86.85,-1848,#1D5765,28.5,23.0
 5.5, -86.35,-1677,#18505D,28.5,23.8
 5.5, -85.85,-1298,#134B58,28.8,23.7
 5.5, -85.35,-1997,#19414B,28.8,24.1
 5.5, -84.85,-2803,#1B5362,28.8,24.0
 5.5, -84.35,-3193,#144959,28.9,24.0
 5.5, -83.85,-3213,#104259,29.0,23.9
 5.5, -83.35,-2992,#154859,29.1,23.9
 5.5, -82.85,-3197,#154657,29.0,24.0
 5.5, -82.35,-2923,#17515F,28.7,24.0
 5.5, -81.85, -803,#245563,28.7,23.9
 5.5, -81.35,-2562,#012C33,28.3,23.9
 5.5, -80.85,-3314,#134B58,28.3,24.0
 5.5, -80.35,-3474,#0C404E,28.6,24.4
 5.5, -79.85,-3610,#082430,28.6,24.1
 5.5, -79.35,-3396,#104354,28.6,24.1
 5.5, -78.85,-3285,#0F4255,28.4,23.9
 5.5, -78.35,-3514,#114050,28.3,23.9
 5.5, -77.80,-3160,#144D5E,28.2,24.0
 5.5, -77.30,  334,#233F16,28.6,21.0
 5.5, -76.80,   89,#2D4626,35.1,20.4
 5.5, -76.30,  599,#2A401A,27.6,18.7
 5.5, -75.80, 2545,#1C2101,20.3, 5.9
 5.5, -75.30, 2907,#282A14,20.7, 6.8
 5.5, -74.80,  190,#3F501A,36.9,18.9
 5.5, -74.30, 1086,#43511C,27.7,13.6
 5.5, -73.80, 2540,#444E11,21.3, 5.9
 5.5, -73.30, 2954,#544C1B,18.8, 4.1
 5.5, -72.80, 3322,#6A6126,16.2, 4.8
 5.5, -72.30,  439,#53592D,33.1,17.1
 5.5, -71.80,  179,#485424,34.8,19.3
 5.5, -71.30,  140,#5C5930,35.1,19.2
 5.5, -70.80,  119,#5A502D,34.8,19.1
 5.5, -70.30,  119,#485527,34.6,19.3
 5.5, -69.80,  126,#54562F,35.3,19.3
 5.5, -69.30,  116,#5D5933,35.8,19.7
 5.5, -68.80,  112,#645F39,35.9,20.2
 5.5, -68.30,   83,#3D5023,35.9,20.7
 5.5, -67.80,   86,#676441,35.9,20.8
 5.5, -67.30,  127,#4C5D33,35.8,19.8
 5.5, -66.80,  548,#3B481D,32.7,15.8
 5.5, -66.30,  137,#22320B,36.0,19.3
 5.5, -65.75,  677,#334E17,33.1,14.9
 5.5, -65.25, 1840,#212809,33.9,10.3
 5.5, -64.75,  327,#334A20,31.7,17.3
 5.5, -64.25,  307,#32471E,32.1,18.2
 5.5, -63.75,  362,#2B4218,31.4,17.3
 5.5, -63.25,  375,#263F15,33.0,17.7
 5.5, -62.75,  595,#364713,30.6,15.4
 5.5, -62.25,  744,#1D2E0A,31.3,14.6
 5.5, -61.75,  991,#3A4314,28.0,12.9
 5.5, -61.25, 1241,#614D2A,27.1,13.3
 5.5, -60.75,  492,#284010,30.6,16.7
 5.5, -60.25,  778,#324116,29.3,15.2
 5.5, -59.75,  111,#263E1A,32.0,18.8
 5.5, -59.25,  107,#273A1E,32.9,19.1
 5.5, -58.75,   65,#2B451E,34.8,20.0
 5.5, -58.25,   83,#2C491D,34.2,19.7
 5.5, -57.75,   37,#4B5B37,34.4,20.1
 5.5, -57.25,   17,#30491F,33.2,21.1
 5.5, -56.75,   18,#2B461B,33.7,20.4
 5.5, -56.25,   11,#405023,34.1,20.1
 5.5, -55.75,   11,#234A15,34.3,20.3
 5.5, -55.25,   24,#2D4315,34.2,20.2
 5.5, -54.75,   22,#2D431C,34.4,20.3
 5.5, -54.25,   41,#223812,34.1,21.1
 5.5, -53.70,   27,#2A451C,32.6,21.5
 5.5, -53.20,   24,#254212,31.7,23.1
 5.5, -52.70,  -19,#2E6979,31.1,23.5
 5.5, -52.20,  -49,#2F7581,28.6,24.0
 5.5, -51.70, -121,#2E727F,28.8,24.5
 5.5, -51.20,  -87,#2D717E,28.7,24.6
 5.5, -50.70,-1319,#1F5967,28.6,24.5
 5.5, -50.20,-3000,#164B5D,28.8,24.4
 5.5, -49.70,-3345,#13485A,28.9,24.4
 5.5, -49.20,-3140,#14495B,29.1,24.4
 5.5, -48.70,-3281,#13485A,28.8,24.3
 5.5, -48.20,-3438,#134659,29.0,24.4
 5.5, -47.70,-3412,#0F4456,29.0,24.5
 5.5, -47.20,-3689,#0F4456,29.0,24.5
 5.5, -46.70,-3593,#104557,28.8,24.5
 5.5, -46.20,-3791,#0E4154,28.8,24.5
 5.5, -45.70,-3939,#0C3F52,28.9,24.4
 5.5, -45.20,-4040,#0B3E51,28.9,24.5
 5.5, -44.70,-3329,#164B5B,28.7,24.5
 5.5, -44.20,-3364,#104356,29.0,24.4
 5.5, -43.70,-4059,#0B3E51,28.9,24.4
 5.5, -43.20,-4377,#01384C,28.8,24.4
 5.5, -42.70,-4787,#003547,28.7,24.5
 5.5, -42.20,-4725,#013648,28.6,24.5
 5.5, -41.65,-4941,#013648,28.5,24.4
 5.5, -41.15,-4424,#013648,28.6,24.3
 5.5, -40.65,-4564,#013648,28.5,24.4
 5.5, -40.15,-4466,#02394D,28.4,24.2
 5.5, -39.65,-4499,#003647,28.5,24.3
 5.5, -39.15,-4613,#00364A,28.5,24.4
 5.5, -38.65,-4595,#013A4D,28.5,24.5
 5.5, -38.15,-4550,#00364A,28.4,24.4
 5.5, -37.65,-4240,#023C50,28.3,24.5
 5.5, -37.15,-4329,#053C50,28.3,24.5
 5.5, -36.65,-4416,#00364A,28.3,24.5
 5.5, -36.15,-3897,#0D4156,28.4,24.3
 5.5, -35.65,-3841,#0E3E52,28.4,24.1
 5.5, -35.15,-4139,#09384A,28.4,24.2
 5.5, -34.65,-4120,#0A394B,28.3,24.3
 5.5, -34.15,-3522,#124759,28.3,24.4
 5.5, -33.65,-3745,#113D4A,28.2,24.2
 5.5, -33.15,-3041,#114052,28.3,24.2
 5.5, -32.65,-2630,#1B4B59,28.4,24.3
 5.5, -32.15,-3120,#165163,28.3,24.4
 5.5, -31.65,-3047,#104354,28.3,24.1
 5.5, -31.15,-3654,#124A5B,28.3,24.2
 5.5, -30.65,-3893,#0A3949,28.2,24.3
 5.5, -30.15,-4087,#0B3E51,28.2,23.8
 5.5, -29.60,-3825,#104152,28.2,24.2
 5.5, -29.10,-3841,#113C4F,28.2,24.3
 5.5, -28.60,-4425,#02364B,28.3,24.1
 5.5, -28.10,-4260,#043D50,28.3,24.0
 5.5, -27.60,-3851,#0E4154,28.3,24.2
 5.5, -27.10,-3270,#144353,28.3,24.2
 5.5, -26.60,-4320,#003346,28.3,24.2
 5.5, -26.10,-4232,#003346,28.3,24.3
 5.5, -25.60,-4463,#013445,28.2,24.2
 5.5, -25.10,-4459,#043544,28.2,24.2
 5.5, -24.60,-4327,#003B4D,28.3,24.1
 5.5, -24.10,-4304,#0B3E51,28.2,24.2
 5.5, -23.60,-4369,#043B4F,28.2,24.2
 5.5, -23.10,-4297,#0B3E51,28.2,24.1
 5.5, -22.60,-4064,#0B3E51,28.4,24.0
 5.5, -22.10,-3729,#0E4154,28.4,24.4
 5.5, -21.60,-3286,#13485A,28.4,23.7
 5.5, -21.10,-3051,#144C5D,28.5,24.4
 5.5, -20.60,-3000,#134B5C,28.9,23.9
 5.5, -20.10,-2914,#1A5563,28.8,24.3
 5.5, -19.60,-3063,#134858,28.8,24.3
 5.5, -19.10,-4793,#003144,28.6,24.4
 5.5, -18.60,-4965,#003044,29.1,24.3
 5.5, -18.10,-5006,#013145,29.3,24.2
 5.5, -17.55,-5020,#013145,29.4,24.3
 5.5, -17.05,-5013,#013145,29.4,24.3
 5.5, -16.55,-5003,#003245,29.4,24.4
 5.5, -16.05,-4989,#013145,29.3,24.4
 5.5, -15.55,-4970,#013145,29.3,24.3
 5.5, -15.05,-4889,#003245,29.4,24.5
 5.5, -14.55,-4829,#003547,29.2,24.3
 5.5, -14.05,-4750,#013648,29.1,24.3
 5.5, -13.55,-4872,#003245,29.1,24.2
 5.5, -13.05,-4497,#01384C,29.6,24.3
 5.5, -12.55,-4296,#0C3C50,29.2,24.3
 5.5, -12.05,-3810,#0C3F52,29.2,24.2
 5.5, -11.55,-3555,#104356,29.0,24.3
 5.5, -11.05,-3150,#114658,29.0,24.3
 5.5, -10.55,-2110,#184852,28.8,24.2
 5.5, -10.05,  -40,#2E707E,32.5,22.6
 5.5,  -9.55,   19,#3E4E21,31.9,21.8
 5.5,  -9.05,   82,#243A0C,34.1,19.8
 5.5,  -8.55,  167,#2A4113,33.9,19.3
 5.5,  -8.05,  257,#2C451B,34.3,18.6
 5.5,  -7.55,  132,#263F15,35.7,18.4
 5.5,  -7.05,  158,#233C15,35.6,18.8
 5.5,  -6.55,  108,#395121,35.7,19.8
 5.5,  -6.05,  205,#354C1E,35.3,19.0
 5.5,  -5.50,  106,#324F1F,35.2,19.6
 5.5,  -5.00,   25,#314D1C,35.1,19.6
 5.5,  -4.50,  100,#2C491D,33.9,19.8
 5.5,  -4.00,   86,#424D22,34.2,19.8
 5.5,  -3.50,   98,#354B1A,34.0,19.6
 5.5,  -3.00,  113,#36511C,34.9,19.7
 5.5,  -2.50,   94,#344E1F,34.8,18.7
 5.5,  -2.00,  117,#3E5624,35.3,18.2
 5.5,  -1.50,  102,#495C24,36.5,18.9
 5.5,  -1.00,  111,#3F521B,35.4,19.8
 5.5,  -0.50,   27,#786C3A,33.5,21.1
 5.5,   0.00,  -47,#306E7B,35.4,22.4
 5.5,   0.50,-1580,#194F59,29.0,22.4
 5.5,   1.00,-1657,#1D4F5A,29.2,23.1
 5.5,   1.50,-2736,#16495A,29.4,23.6
