lat,long,altitude,pix,rain,snow
35.0,  27.75,-2113,#0F4148, 3359.8,     0.0
35.0,  28.35,-3006,#18505F, 3261.8,     0.0
35.0,  29.00,-2798,#184B5C, 3791.3,     0.0
35.0,  29.60,-2528,#195263, 4062.1,     0.0
35.0,  30.20,-2428,#185260, 4231.4,     0.0
35.0,  30.80,-2323,#194E5E, 4089.3,     0.0
35.0,  31.40,-2280,#1D5564, 4593.4,     0.0
35.0,  32.05,-2258,#1B5968, 5895.1,     0.0
35.0,  32.65,  838,#525832, 7891.9,   440.3
35.0,  33.25,  466,#A49375, 5121.0,    88.2
35.0,  33.85,   40,#816041, 3036.4,     0.0
35.0,  34.45, -943,#236571, 4734.4,     0.0
35.0,  35.10,-1468,#27636E, 6068.0,     0.0
35.0,  35.70,-1266,#1E5768, 6033.4,     4.2
35.0,  36.30,  962,#544E1E,10410.6,   397.6
35.0,  36.90,  388,#F5D2A8, 2282.4,   184.8
35.0,  37.55,  749,#F0C58E, 3051.0,   663.6
35.0,  38.15,  815,#F6D8A6, 2941.5,  1092.0
35.0,  38.75,  611,#EAC398, 2206.2,   533.4
35.0,  39.35,  325,#E7BC91, 1381.3,   106.4
35.0,  39.95,  264,#E6BC92, 1539.2,    22.4
35.0,  40.60,  208,#E8CBA9, 1717.3,    35.0
35.0,  41.20,  167,#DEBC97, 1694.3,    36.4
35.0,  41.80,  294,#E4C6A4, 1961.8,    63.7
35.0,  42.40,  236,#E1C19B, 1905.0,     5.6
35.0,  43.00,  104,#D4B48E, 1885.6,     5.6
35.0,  43.65,  195,#B79977, 2867.1,    51.1
35.0,  44.25,  175,#CFAE85, 3380.4,    51.1
35.0,  44.85,  501,#DAB98E, 5731.9,   166.6
35.0,  45.45,  654,#CBA87E, 9658.8,  1128.4
35.0,  46.05, 1172,#B79B6B, 6614.3,  3368.4
35.0,  46.70, 1738,#B2976C, 6621.5, 31296.3
35.0,  47.30, 2021,#BE905C, 3736.7, 14801.5
35.0,  47.90, 2148,#A38151, 3348.7, 16004.1
35.0,  48.50, 1709,#D6B687, 3085.3,  7744.8
35.0,  49.10, 1634,#D2B184, 2880.6,  5742.1
35.0,  49.75, 1936,#C4A06C, 4163.1, 13213.2
35.0,  50.35,  986,#BEA77D, 2206.5,  2548.0
35.0,  50.95,  798,#FFFFEE, 1659.0,  1015.0
35.0,  51.55,  808,#E2C8A5, 2282.0,  1078.0
35.0,  52.15,  767,#E5C7A1, 1864.8,   559.3
35.0,  52.80,  757,#FBD1AB, 1821.2,   448.7
35.0,  53.40, 1009,#DAB490, 1898.2,   875.7
35.0,  54.00,  987,#EED0AC, 1338.6,   599.9
35.0,  54.60,  722,#ECCAA4,  960.9,   182.7
35.0,  55.20,  716,#ECCEAC, 1035.0,   166.6
35.0,  55.85,  710,#EFDBC2, 1247.9,   255.5
35.0,  56.45,  704,#ECD1B4, 1301.8,   263.2
35.0,  57.05,  813,#CFBA9D, 1280.7,   427.0
35.0,  57.65,  895,#D2B79A, 1972.0,   862.4
35.0,  58.25,  808,#DABD9B, 1799.3,   767.2
35.0,  58.90,  981,#DAB892, 2654.0,  1506.4
35.0,  59.50, 1123,#DBBA91, 2852.2,  2023.0
35.0,  60.10, 1820,#BEA27D, 2765.3,  9664.2
35.0,  60.70,  949,#DBBA91, 2306.4,  4045.3
35.0,  61.30,  805,#CEA881, 2301.3,  3518.9
35.0,  61.95,  867,#D7BA92, 3578.0, 10242.4
35.0,  62.55,  776,#D7B790, 3103.7,  6960.8
35.0,  63.15,  876,#D2B58D, 2938.1,  6899.2
35.0,  63.75, 1590,#E2C4A2, 3463.2, 11104.8
35.0,  64.35, 2151,#D8BC94, 3448.4, 18917.5
35.0,  65.00, 3029,#DBBE96, 2011.5, 21114.8
35.0,  65.60, 2696,#B8976C, 1755.9, 26310.2
35.0,  66.20, 3379,#AD9A70, 1014.2, 33472.6
35.0,  66.80, 3616,#D2B384, 1028.5, 24873.8
35.0,  67.40, 3346,#C4A56F, 1239.2, 20570.2
35.0,  68.05, 2771,#D5BE9E, 2407.7, 14832.3
35.0,  68.65, 2532,#A08558, 6243.9, 35037.8
35.0,  69.25, 1491,#8B8A49, 3203.3,  8430.1
35.0,  69.85, 3392,#9F885F, 1543.7, 38976.7
35.0,  70.45, 1408,#AB9C75, 3786.8,  6274.1
35.0,  71.10, 1740,#796E41,12094.1, 12319.3
35.0,  71.70, 1454,#827146,13728.4, 11744.6
35.0,  72.30, 1755,#37320A,10911.4, 20104.0
