lat,long,altitude,pix,rain,snow
12.5,   1.00,  282,#B79067,  6532.8, 0
12.5,   1.55,  274,#B79266,  6743.5, 0
12.5,   2.05,  257,#BA9368,  6696.0, 0
12.5,   2.55,  171,#A68961,  5827.1, 0
12.5,   3.05,  212,#AA7F55,  6470.5, 0
12.5,   3.60,  206,#BD9768,  6736.8, 0
12.5,   4.10,  195,#CCAA7D,  6754.1, 0
12.5,   4.60,  264,#C99A6C,  6886.2, 0
12.5,   5.10,  308,#CF9F6F,  7194.4, 0
12.5,   5.65,  308,#B39269,  6945.3, 0
12.5,   6.15,  342,#C9A87F,  7272.4, 0
12.5,   6.65,  395,#B9996A,  7185.9, 0
12.5,   7.15,  472,#AE8D64,  8702.5, 0
12.5,   7.70,  548,#C4A275,  8407.3, 0
12.5,   8.20,  483,#AB8A5D,  7586.1, 0
12.5,   8.70,  406,#D1AF82,  6639.0, 0
12.5,   9.20,  379,#CAA77D,  6645.3, 0
12.5,   9.75,  363,#D4A97F,  6230.1, 0
12.5,  10.25,  355,#B8A074,  6148.1, 0
12.5,  10.75,  348,#CFAF88,  5463.3, 0
12.5,  11.25,  340,#D7B288,  4826.4, 0
12.5,  11.80,  345,#C2A174,  4683.3, 0
12.5,  12.30,  335,#C0A474,  4754.9, 0
12.5,  12.80,  301,#AE9167,  4730.2, 0
12.5,  13.30,  298,#967D55,  4497.5, 0
12.5,  13.85,  291,#A38666,  4993.6, 0
12.5,  14.35,  285,#D5B58E,  5108.2, 0
12.5,  14.85,  291,#A48E65,  5269.1, 0
12.5,  15.35,  295,#AC936A,  5142.6, 0
12.5,  15.85,  294,#B59A6D,  5445.3, 0
12.5,  16.40,  294,#A58F6A,  6185.9, 0
12.5,  16.90,  299,#B79E75,  6303.7, 0
12.5,  17.40,  317,#836330,  6575.9, 0
12.5,  17.90,  338,#BE9B73,  7644.9, 0
12.5,  18.45,  367,#A1835D,  7952.0, 0
12.5,  18.95,  392,#A4875D,  8560.0, 0
12.5,  19.45,  419,#C5A57C,  9461.5, 0
12.5,  19.95,  476,#B59467,  9504.4, 0
12.5,  20.50,  460,#C09F72,  9457.3, 0
12.5,  21.00,  516,#C7A67B, 10066.3, 0
12.5,  21.50,  644,#C3A173, 11267.1, 0
12.5,  22.00,  650,#AD8A60, 11394.1, 0
12.5,  22.55,  693,#D1AD7D,  9607.9, 0
12.5,  23.05,  915,#CDA571, 13369.2, 0
12.5,  23.55, 1174,#B2915B, 15301.3, 0
