lat,long,altitude,pix,high,low
-31.0,  42.25, -4050,#0B4050,25.9, 13.4
-31.0,  42.80, -3160,#144D5E,25.9, 13.4
-31.0,  43.40, -1879,#164C58,25.8, 13.2
-31.0,  44.00, -2071,#1B5362,26.0, 13.2
-31.0,  44.55, -2325,#1C5664,25.9, 13.2
-31.0,  45.15, -2242,#1C5664,26.1, 13.7
-31.0,  45.75, -2146,#1A525F,25.6, 13.3
-31.0,  46.30, -2085,#1D5765,25.5, 13.9
-31.0,  46.90, -2446,#194E5E,25.4, 13.6
-31.0,  47.50, -3706,#093343,25.1, 13.8
-31.0,  48.05, -4134,#00394C,25.0, 13.8
-31.0,  48.65, -4728,#013648,25.0, 14.3
-31.0,  49.20, -4673,#003546,25.0, 14.3
-31.0,  49.80, -4573,#023548,25.1, 14.3
-31.0,  50.40, -4675,#003144,25.4, 14.4
-31.0,  50.95, -4902,#013145,25.5, 14.4
-31.0,  51.55, -4796,#002A3E,25.6, 14.3
-31.0,  52.15, -4629,#00364A,25.4, 14.4
-31.0,  52.70, -4932,#013145,25.2, 14.3
-31.0,  53.30, -3943,#0E4355,25.0, 14.2
-31.0,  53.90, -4836,#003346,24.9, 14.0
-31.0,  54.45, -3702,#0C3B4B,24.8, 13.9
-31.0,  55.05, -4429,#012C3C,24.7, 13.8
-31.0,  55.65, -4544,#003348,25.0, 13.9
-31.0,  56.20, -5147,#002A40,25.2, 13.9
-31.0,  56.80, -5272,#003247,25.2, 13.9
-31.0,  57.40, -3585,#0D4755,25.5, 13.8
-31.0,  57.95, -3402,#144856,25.4, 13.8
-31.0,  58.55, -3830,#104057,25.1, 13.8
-31.0,  59.15, -4438,#042D41,24.9, 13.5
-31.0,  59.70, -3370,#0A3545,24.7, 13.4
-31.0,  60.30, -3000,#0C3B4D,24.7, 13.5
-31.0,  60.85, -3146,#104A56,24.6, 13.7
-31.0,  61.45, -4385,#01313D,24.5, 13.8
-31.0,  62.05, -4079,#0D4856,24.8, 13.8
-31.0,  62.60, -4414,#00303F,24.7, 13.7
-31.0,  63.20, -4718,#003044,24.7, 13.6
-31.0,  63.80, -4639,#013243,24.9, 13.8
-31.0,  64.35, -4564,#03374C,24.8, 13.8
-31.0,  64.95, -4778,#002F42,24.7, 13.8
-31.0,  65.55, -4459,#003647,24.7, 13.9
-31.0,  66.10, -4636,#00374C,24.6, 13.7
-31.0,  66.70, -5058,#002C3C,24.1, 13.8
-31.0,  67.30, -4795,#002C3C,24.3, 13.7
-31.0,  67.85, -4668,#023143,24.2, 13.7
-31.0,  68.45, -4739,#002D3D,24.0, 13.6
-31.0,  69.05, -4417,#063A4F,24.1, 13.6
-31.0,  69.60, -4338,#094359,24.2, 13.6
-31.0,  70.20, -3961,#104356,24.1, 13.3
-31.0,  70.80, -4337,#02394E,24.2, 13.2
-31.0,  71.35, -4217,#023246,24.2, 13.0
-31.0,  71.95, -4056,#083747,24.0, 12.9
-31.0,  72.50, -4159,#033649,24.0, 12.8
-31.0,  73.10, -3914,#0B3C4D,23.8, 12.9
-31.0,  73.70, -3724,#104356,23.8, 12.8
-31.0,  74.25, -3636,#0F4253,23.6, 12.8
-31.0,  74.85, -3450,#104354,23.5, 12.8
-31.0,  75.45, -3233,#0A3847,23.4, 12.6
-31.0,  76.00, -2942,#16495A,23.6, 12.7
-31.0,  76.60, -2888,#134D5B,23.7, 12.5
-31.0,  77.20, -3359,#154A5C,23.7, 12.0
-31.0,  77.75, -3186,#144758,23.8, 11.4
-31.0,  78.35, -3412,#164B5D,24.1, 11.3
-31.0,  78.95, -3871,#0B3A4A,24.0, 10.6
-31.0,  79.50, -3626,#0C3D4C,23.7, 10.6
-31.0,  80.10, -4065,#0C3B4D,23.6, 10.4
-31.0,  80.70, -4026,#0A3F51,24.0, 11.1
-31.0,  81.25, -4425,#0D3C4E,24.4, 10.9
-31.0,  81.85, -3993,#0D4053,24.4, 10.5
-31.0,  82.45, -4101,#08394A,24.2, 10.8
-31.0,  83.00, -3917,#0B4050,23.9, 10.7
-31.0,  83.60, -4031,#0E4355,23.9, 10.8
-31.0,  84.15, -4213,#033443,23.9, 10.6
-31.0,  84.75, -4047,#0B4354,23.9, 10.8
-31.0,  85.35, -3258,#104E5D,24.0, 11.0
-31.0,  85.90, -3599,#0E3B4E,23.7, 11.1
-31.0,  86.50, -3282,#144251,23.6, 11.1
-31.0,  87.10, -2338,#1E5C6B,23.4, 11.2
-31.0,  87.65, -1373,#1D5763,23.9, 11.4
-31.0,  88.25, -1411,#205E6B,24.0, 11.0
-31.0,  88.85, -2204,#195361,24.3, 11.0
-31.0,  89.40, -2747,#184957,24.4, 10.9
-31.0,  90.00, -3492,#144452,24.4, 10.5
-31.0,  90.60, -4289,#023546,24.4, 10.2
-31.0,  91.15, -4269,#002D3A,24.6, 10.2
-31.0,  91.75, -4415,#033745,24.5, 10.6
-31.0,  92.35, -4619,#002B36,24.4, 10.6
-31.0,  92.90, -3563,#0E3C4B,24.2, 10.4
-31.0,  93.50, -1060,#2A6575,24.2, 10.6
-31.0,  94.10, -1164,#225D6B,24.1, 10.8
-31.0,  94.65, -1461,#245F6D,23.9, 10.6
-31.0,  95.25, -1800,#1F5967,23.7, 10.6
-31.0,  95.85, -2402,#1A5261,23.7, 10.8
-31.0,  96.40, -2733,#195160,23.8, 10.7
-31.0,  97.00, -2630,#1A5261,24.2, 10.7
-31.0,  97.55, -2452,#1A5364,24.0, 10.6
-31.0,  98.15, -1978,#205A68,24.0, 10.6
-31.0,  98.75, -2353,#1C5566,23.8, 11.0
-31.0,  99.30, -2512,#1A5261,23.9, 11.0
-31.0,  99.90, -2814,#164E5F,23.4, 10.8
-31.0, 100.50, -3581,#114656,22.7, 11.0
-31.0, 101.05, -2493,#185A6A,22.4, 11.1
-31.0, 101.65, -4491,#003748,23.3, 11.5
-31.0, 102.25, -4523,#013243,23.2, 11.6
-31.0, 102.80, -4971,#022F44,23.0, 11.7
-31.0, 103.40, -5027,#012E43,23.0, 12.1
-31.0, 104.00, -5039,#003044,22.7, 12.3
-31.0, 104.55, -5567,#00293B,22.6, 12.1
-31.0, 105.15, -3857,#124F64,22.9, 12.3
-31.0, 105.75, -5120,#002F43,23.1, 12.2
-31.0, 106.30, -5202,#002F43,23.1, 12.2
-31.0, 106.90, -5156,#003044,23.1, 12.5
-31.0, 107.50, -5070,#003044,23.0, 12.6
-31.0, 108.05, -5156,#002E42,23.1, 12.6
-31.0, 108.65, -5259,#002F43,23.3, 12.3
-31.0, 109.20, -5310,#002F43,23.4, 12.2
-31.0, 109.80, -5304,#002F43,23.5, 12.4
-31.0, 110.40, -5198,#013145,23.8, 12.5
-31.0, 110.95, -5095,#002F43,24.4, 12.7
-31.0, 111.55, -5138,#023145,25.3, 12.8
-31.0, 112.15, -5090,#003044,26.0, 12.5
-31.0, 112.70, -5132,#003044,26.6, 12.3
-31.0, 113.30, -5004,#003245,27.4, 11.8
-31.0, 113.90, -4754,#023548,28.0, 11.8
-31.0, 114.45, -2625,#053D4C,28.6, 12.1
-31.0, 115.05,   -31,#2E7480,42.0,  6.5
-31.0, 115.65,    80,#797164,41.5,  5.1
-31.0, 116.20,   224,#4F5B37,41.2,  2.1
-31.0, 116.80,   289,#656040,41.2,  2.7
-31.0, 117.40,   307,#5E552E,41.7,  2.5
-31.0, 117.95,   306,#676036,43.1,  2.7
-31.0, 118.55,   329,#80633B,43.7,  2.3
-31.0, 119.15,   362,#7C572D,43.3,  1.9
-31.0, 119.70,   344,#90784C,43.5,  1.9
-31.0, 120.30,   401,#755B3A,42.8, -0.1
-31.0, 120.85,   492,#5D4227,42.7,  1.4
-31.0, 121.45,   367,#6B4A2B,42.0,  1.9
-31.0, 122.05,   337,#866137,42.6,  4.2
-31.0, 122.60,   366,#704C2A,43.0,  2.5
-31.0, 123.20,   349,#825B34,44.7,  2.9
-31.0, 123.80,   270,#875D37,45.8,  2.6
-31.0, 124.35,   192,#826140,45.6,  2.4
-31.0, 124.95,   188,#9F7955,45.2,  1.9
-31.0, 125.55,   179,#9F734E,44.6,  2.2
-31.0, 126.10,   180,#896E53,43.8,  2.7
-31.0, 126.70,   178,#A98257,43.5,  2.7
-31.0, 127.30,   175,#A07E59,44.0,  3.1
-31.0, 127.85,   166,#A28160,43.3,  1.9
-31.0, 128.45,   158,#9E7F62,42.8,  1.8
-31.0, 129.05,   145,#96775A,42.9,  2.0
-31.0, 129.60,   125,#8F7053,42.6,  2.5
-31.0, 130.20,   115,#84694E,43.3,  2.1
-31.0, 130.80,    94,#836447,43.4,  1.5
-31.0, 131.35,    77,#9E7652,43.1,  0.7
-31.0, 131.95,    67,#886545,43.2,  1.0
-31.0, 132.50,   136,#977049,43.7,  1.7
-31.0, 133.10,   141,#A3734B,43.1, -0.1
-31.0, 133.70,   142,#AE7B4C,43.1, -1.2
-31.0, 134.25,   149,#A07447,42.3, -0.2
-31.0, 134.85,   193,#A3714C,40.9, -0.9
-31.0, 135.45,   144,#A6754D,40.2,  1.8
-31.0, 136.00,   152,#C0865E,39.9,  1.8
-31.0, 136.60,   124,#CA996E,40.8,  1.6
-31.0, 137.20,   163,#AE713A,42.5,  1.3
-31.0, 137.75,    31,#B29B8B,37.2,  7.0
-31.0, 138.35,   144,#B28156,41.5,  0.9
-31.0, 138.95,   414,#907854,42.0,  0.0
-31.0, 139.50,    15,#B58A67,42.8,  1.3
-31.0, 140.10,    32,#BD976A,42.2,  0.7
-31.0, 140.70,    56,#AB8157,43.3,  0.9
-31.0, 141.25,   140,#A37953,42.7,  1.0
-31.0, 141.85,   137,#84754C,43.6, -0.1
-31.0, 142.45,   245,#A97F59,43.8,  1.0
-31.0, 143.00,   131,#8D744C,43.8,  1.6
-31.0, 143.60,    86,#816D52,44.0,  1.0
-31.0, 144.15,    87,#847E5C,43.2,  1.5
-31.0, 144.75,   103,#856F48,41.9,  1.7
-31.0, 145.35,   165,#826641,40.4,  1.9
-31.0, 145.90,   220,#7A6341,38.9,  0.9
-31.0, 146.50,   192,#735C3C,37.3,  2.0
-31.0, 147.10,   151,#887652,37.4,  1.2
-31.0, 147.65,   152,#465C2E,36.7,  0.4
-31.0, 148.25,   176,#595730,36.7,  0.7
-31.0, 148.85,   270,#666D44,35.6,  0.2
-31.0, 149.40,   466,#47422C,34.2,  1.9
-31.0, 150.00,   332,#5C5B2B,33.6,  0.1
-31.0, 150.60,   575,#525834,33.3, -2.4
-31.0, 151.15,   828,#283523,31.9, -0.9
-31.0, 151.75,  1107,#625F40,31.0,  2.2
-31.0, 152.35,   906,#364935,32.3,  1.9
-31.0, 152.90,     0,#5B6145,31.5,  6.1
-31.0, 153.50, -2855,#0D2E35,27.9, 11.5
-31.0, 154.10, -4549,#00374B,27.3, 12.2
-31.0, 154.65, -4977,#013447,26.2, 13.1
-31.0, 155.25, -4629,#003647,25.8, 13.0
-31.0, 155.85, -4808,#002F43,25.8, 12.9
-31.0, 156.40, -2558,#072025,25.8, 13.0
-31.0, 157.00, -3948,#0B4354,25.6, 13.1
-31.0, 157.55, -3092,#10495C,25.6, 13.2
-31.0, 158.15, -3638,#073646,25.0, 13.4
-31.0, 158.75, -3613,#0D4051,24.7, 13.6
-31.0, 159.30, -2482,#1B5362,24.9, 13.5
-31.0, 159.90, -1052,#296472,24.7, 13.9
-31.0, 160.50, -1500,#256070,24.4, 13.7
-31.0, 161.05, -1360,#236271,24.6, 13.6
-31.0, 161.65, -1372,#235E6E,24.8, 13.4
-31.0, 162.25, -1188,#246674,25.0, 13.0
-31.0, 162.80, -1195,#266672,24.9, 12.7
-31.0, 163.40, -1295,#206471,24.9, 12.4
-31.0, 164.00, -1929,#215968,25.0, 12.5
-31.0, 164.55, -2251,#195160,25.5, 12.8
-31.0, 165.15, -3257,#13485A,25.6, 12.9
-31.0, 165.75, -2917,#1A5565,25.7, 12.9
-31.0, 166.30, -2525,#1A5364,25.8, 13.2
-31.0, 166.90, -2362,#1C5767,26.2, 13.6
-31.0, 167.50, -2257,#1C5767,26.3, 13.9
-31.0, 168.05, -2181,#184653,26.4, 13.9
-31.0, 168.65, -3835,#0E3F50,26.4, 13.5
-31.0, 169.20, -3894,#093447,26.2, 13.6
-31.0, 169.80, -3517,#114658,26.2, 13.7
-31.0, 170.40, -3671,#0C3A49,26.3, 13.6
-31.0, 170.95, -3420,#104354,26.3, 13.8
-31.0, 171.55, -3004,#113B47,26.3, 13.7
-31.0, 172.15, -2218,#1D5667,26.5, 13.9
-31.0, 172.70,  -265,#2E727D,26.4, 13.8
-31.0, 173.30, -2231,#225D6B,26.1, 13.7
-31.0, 173.90, -3411,#0F4255,26.0, 13.8
-31.0, 174.45, -3426,#0F4358,25.9, 13.4
-31.0, 175.05, -4024,#0C3F54,26.0, 13.5
-31.0, 175.65, -4123,#0B3E51,25.9, 13.4
-31.0, 176.20, -4163,#0B3E51,26.0, 13.7
-31.0, 176.80, -4219,#05384B,26.0, 13.9
-31.0, 177.40, -4192,#0A3A4E,25.8, 13.7
-31.0, 177.95, -3859,#0D4053,25.7, 13.5
-31.0, 178.55, -3412,#124759,25.7, 14.0
-31.0, 179.15, -2620,#195263,25.6, 13.9
-31.0, 179.70, -1911,#194A58,25.6, 14.0
-30.5,-179.70, -2508,#1B5362,26.2, 13.8
-30.5,-179.15, -2286,#1F505F,26.4, 14.0
-30.5,-178.55,  -212,#286A78,26.6, 14.4
-30.5,-177.95, -3152,#134252,26.3, 14.4
-30.5,-177.40, -4513,#002D3F,26.1, 14.3
-30.5,-176.80, -8198,#030E20,26.0, 14.3
-30.5,-176.25, -6480,#022336,25.9, 13.7
-30.5,-175.65, -5704,#002D42,26.1, 13.9
-30.5,-175.05, -5447,#033043,26.1, 13.9
-30.5,-174.50, -5516,#002E42,26.1, 14.1
-30.5,-173.90, -5815,#002D42,26.1, 13.9
-30.5,-173.35, -5447,#002C41,26.0, 13.9
-30.5,-172.75, -5618,#00293F,26.1, 13.9
-30.5,-172.15, -5830,#002C41,26.2, 13.9
-30.5,-171.60, -5596,#012A3E,25.9, 13.8
-30.5,-171.00, -4797,#003850,25.6, 13.9
-30.5,-170.45, -5297,#002F43,25.2, 13.9
-30.5,-169.85, -5603,#002E42,25.4, 14.0
-30.5,-169.30, -5543,#002D41,25.6, 14.0
-30.5,-168.70, -4700,#001C2B,25.5, 14.4
-30.5,-168.10, -5452,#002F43,25.2, 15.1
-30.5,-167.55, -5663,#002D42,25.3, 14.9
-30.5,-166.95, -5623,#002A3F,25.4, 14.2
-30.5,-166.40, -5559,#012B41,25.6, 14.0
-30.5,-165.80, -5350,#002F43,25.8, 14.0
-30.5,-165.20, -5608,#002639,25.8, 14.1
-30.5,-164.65, -4861,#002F43,25.7, 14.1
-30.5,-164.05, -5425,#013044,25.2, 14.2
-30.5,-163.50, -5562,#002D40,25.2, 14.0
-30.5,-162.90, -5220,#002E42,25.2, 13.9
-30.5,-162.30, -5090,#013042,25.2, 13.5
-30.5,-161.75, -5582,#022D40,25.2, 13.4
-30.5,-161.15, -5448,#002B3E,25.2, 13.5
-30.5,-160.60, -5111,#023246,25.1, 13.6
-30.5,-160.00, -5708,#001A28,25.1, 13.8
-30.5,-159.40, -5176,#002F43,25.4, 13.7
-30.5,-158.85, -5669,#001B2C,25.6, 13.4
-30.5,-158.25, -5057,#012A3E,25.6, 13.4
-30.5,-157.70, -4924,#002F43,25.6, 13.3
-30.5,-157.10, -5195,#002C3F,25.6, 13.0
-30.5,-156.50, -4834,#022C42,25.7, 12.9
-30.5,-155.95, -5315,#002F43,25.8, 13.2
-30.5,-155.35, -5408,#012E41,25.8, 13.1
-30.5,-154.80, -4660,#002E3F,25.7, 13.0
-30.5,-154.20, -5111,#002F43,25.5, 12.9
-30.5,-153.60, -4957,#003044,25.2, 12.6
-30.5,-153.05, -5096,#003346,25.2, 13.5
-30.5,-152.45, -5194,#003046,25.2, 13.9
-30.5,-151.90, -5178,#042F42,25.3, 13.6
-30.5,-151.30, -5019,#012B41,25.4, 13.8
-30.5,-150.70, -5032,#022737,25.3, 14.1
-30.5,-150.15, -4524,#053245,25.1, 14.1
-30.5,-149.55, -4181,#043B4F,25.0, 13.7
-30.5,-149.00, -4624,#003142,25.0, 14.2
-30.5,-148.40, -4462,#053A4C,25.3, 14.3
-30.5,-147.85, -4724,#003547,25.6, 14.2
-30.5,-147.25, -4783,#003044,25.6, 14.2
-30.5,-146.65, -4747,#003346,25.7, 14.1
-30.5,-146.10, -4624,#003449,25.5, 14.1
-30.5,-145.50, -4961,#023145,25.4, 14.1
-30.5,-144.95, -4728,#003446,25.3, 14.2
-30.5,-144.35, -4988,#003546,25.3, 14.1
-30.5,-143.75, -4519,#003748,25.4, 14.1
-30.5,-143.20, -4736,#013243,25.5, 13.9
-30.5,-142.60, -4505,#003D4E,25.6, 13.8
-30.5,-142.05, -4646,#023246,25.9, 13.8
-30.5,-141.45, -4502,#03384A,26.0, 13.7
-30.5,-140.85, -4182,#082334,26.3, 13.6
-30.5,-140.30, -4571,#043748,26.1, 13.5
-30.5,-139.70, -4228,#03384A,25.9, 13.3
-30.5,-139.15, -4099,#013445,26.0, 13.2
-30.5,-138.55, -4072,#002F3F,25.9, 13.0
-30.5,-137.95, -3626,#073340,26.0, 13.0
-30.5,-137.40, -3800,#0C3F52,26.0, 13.0
-30.5,-136.80, -4002,#0D3C4E,25.8, 12.9
-30.5,-136.25, -3565,#0C3747,25.6, 13.0
-30.5,-135.65, -3812,#073A4B,25.6, 12.9
-30.5,-135.05, -4109,#0E3E52,25.8, 12.9
-30.5,-134.50, -4542,#002432,25.8, 13.1
-30.5,-133.90, -3507,#104150,25.8, 13.3
-30.5,-133.35, -4457,#003448,25.8, 13.3
-30.5,-132.75, -4118,#093E50,25.8, 13.3
-30.5,-132.15, -4258,#073C4E,25.8, 13.3
-30.5,-131.60, -4436,#00394C,25.7, 13.2
-30.5,-131.00, -4319,#073F50,25.6, 13.5
-30.5,-130.45, -4304,#093D4B,25.7, 13.5
-30.5,-129.85, -4236,#093C4F,25.6, 13.4
-30.5,-129.30, -4246,#0B3E51,25.6, 13.6
-30.5,-128.70, -4140,#083749,25.5, 13.8
-30.5,-128.10, -4166,#0C3F52,25.4, 13.6
-30.5,-127.55, -3986,#0F4456,25.4, 13.8
-30.5,-126.95, -3893,#0D4254,25.4, 14.0
-30.5,-126.40, -3590,#0B3E4F,25.4, 14.0
-30.5,-125.80, -3871,#00303F,25.6, 14.1
-30.5,-125.20, -3813,#0E4154,25.6, 14.0
-30.5,-124.65, -3829,#124153,25.5, 14.1
-30.5,-124.05, -3733,#0D3C4C,25.4, 13.8
-30.5,-123.50, -3779,#0D4254,25.4, 13.4
-30.5,-122.90, -3758,#0A3E4C,25.3, 13.5
-30.5,-122.30, -3735,#104555,25.5, 13.2
-30.5,-121.75, -3763,#0D4051,25.6, 12.9
-30.5,-121.15, -3666,#0D4254,25.6, 13.1
-30.5,-120.60, -3716,#0E4355,25.7, 13.0
-30.5,-120.00, -3715,#0F4255,25.5, 12.8
-30.5,-119.40, -3361,#0F4456,25.4, 13.0
-30.5,-118.85, -3653,#104356,25.3, 12.6
-30.5,-118.25, -3123,#134659,25.3, 12.4
-30.5,-117.70, -3376,#114658,25.3, 12.4
-30.5,-117.10, -3539,#0E3749,25.0, 12.8
-30.5,-116.50, -3544,#134659,25.0, 13.1
