lat,long,altitude,pix,rain,snow
-23.5, 175.90,-4447,#023B4E,19231.8,    0.0
-23.5, 176.45,-4502,#00364A,19722.0,    0.0
-23.5, 177.00,-4413,#003547,20382.5,    0.0
-23.5, 177.55,-4333,#063B4D,20484.8,    0.0
-23.5, 178.10,-4098,#0A3D50,21007.8,    0.0
-23.5, 178.65,-3667,#0D4051,21213.8,    0.0
-23.5, 179.20,-3033,#0F4255,21021.2,    0.0
-23.5, 179.75,-2465,#1A5261,21117.7,    0.0
-23.0,-179.75,-2517,#195160,21875.9,    0.0
-23.0,-179.20,-1737,#215A6B,22039.3,    0.0
-23.0,-178.65, -847,#1F5B65,21939.7,    0.0
-23.0,-178.10,-2777,#1C4F60,21366.1,    0.0
-23.0,-177.55,-1919,#1E5967,21901.8,    0.0
-23.0,-177.00,-2886,#09313B,22417.6,    0.0
-23.0,-176.45,-2016,#0B3646,22810.0,    0.0
-23.0,-175.95, -666,#16505E,23113.6,    0.0
-23.0,-175.40,-2515,#052B34,22864.0,    0.0
-23.0,-174.85,-6748,#000918,23020.2,    0.0
-23.0,-174.30,-7202,#01253D,22519.6,    0.0
-23.0,-173.75,-6006,#002639,22469.2,    0.0
-23.0,-173.20,-5929,#002C41,22963.2,    0.0
-23.0,-172.65,-5697,#002E42,22779.7,    0.0
-23.0,-172.15,-5812,#002C41,22787.0,    0.0
-23.0,-171.60,-5710,#012E43,23221.9,    0.0
-23.0,-171.05,-5601,#002D42,22853.2,    0.0
-23.0,-170.50,-5924,#002B40,23158.4,    0.0
-23.0,-169.95,-5647,#012B41,23394.4,    0.0
-23.0,-169.40,-5527,#002D42,23326.1,    0.0
-23.0,-168.85,-5586,#002D42,23568.3,    0.0
-23.0,-168.35,-5628,#002E42,23585.1,    0.0
-23.0,-167.80,-5529,#002C41,22819.1,    0.0
-23.0,-167.25,-5857,#002D42,22321.8,    0.0
-23.0,-166.70,-5608,#002E42,22927.5,    0.0
-23.0,-166.15,-5258,#00293F,23134.9,    0.0
-23.0,-165.60,-5266,#02222F,23183.4,    0.0
-23.0,-165.05,-5231,#003047,22866.8,    0.0
-23.0,-164.50,-5161,#002E42,23440.6,    0.0
-23.0,-164.00,-5090,#002F43,23497.5,    0.0
-23.0,-163.45,-5162,#002F43,23231.4,    0.0
-23.0,-162.90,-5069,#002F43,23139.2,    0.0
-23.0,-162.35,-4893,#003346,23621.3,    0.0
-23.0,-161.80,-4698,#012636,23437.4,    0.0
-23.0,-161.25,-4598,#00394C,23185.0,    0.0
-23.0,-160.70,-4745,#003346,22548.8,    0.0
-23.0,-160.20,-4635,#033347,22106.1,    0.0
-23.0,-159.65,-4852,#033043,22597.7,    0.0
-23.0,-159.10,-4764,#002C40,23072.9,    0.0
-23.0,-158.55,-4678,#003044,23583.3,    0.0
-23.0,-158.00,-4744,#053245,23449.2,    0.0
-23.0,-157.45,-5015,#002F43,22989.7,    0.0
-23.0,-156.90,-4950,#003044,22910.0,    0.0
-23.0,-156.40,-4940,#013145,22875.9,    0.0
-23.0,-155.85,-4927,#003449,22794.8,    0.0
-23.0,-155.30,-4840,#003245,23164.9,    0.0
-23.0,-154.75,-4311,#00131B,23242.0,    0.0
-23.0,-154.20,-4995,#00354C,23223.2,    0.0
-23.0,-153.65,-4607,#003344,23171.1,    0.0
-23.0,-153.10,-4463,#003B4D,22991.6,    0.0
-23.0,-152.60,-4540,#003849,22163.0,    0.0
-23.0,-152.05,-4438,#063E4F,21913.6,    0.0
-23.0,-151.50,-4840,#003245,22514.3,    0.0
-23.0,-150.95,-4218,#012B39,23046.3,    0.0
-23.0,-150.40,-4619,#002D3C,22750.3,    0.0
-23.0,-149.85,-4360,#01384C,22650.1,    0.0
-23.0,-149.30,-4279,#023B4E,22876.6,    0.0
-23.0,-148.80,-4599,#04374A,22488.1,    0.0
-23.0,-148.25,-4586,#003343,22030.7,    0.0
-23.0,-147.70,-4764,#003144,22249.9,    0.0
-23.0,-147.15,-4901,#002E42,22369.4,    0.0
-23.0,-146.60,-4818,#023143,23165.0,    0.0
-23.0,-146.05,-5367,#002F43,23391.0,    0.0
-23.0,-145.50,-4376,#03374C,23803.8,    0.0
-23.0,-145.00,-4095,#023145,23961.3,    0.0
-23.0,-144.45,-3684,#013648,24189.7,    0.0
-23.0,-143.90,-4751,#002D41,24550.9,    0.0
-23.0,-143.35,-4682,#023548,24293.7,    0.0
-23.0,-142.80,-4687,#003346,24002.6,    0.0
-23.0,-142.25,-4545,#013447,23614.9,    0.0
