lat,long,altitude,pix,high,low
12.0, 120.50,  -55,#2F7380,29.9,25.1
12.0, 121.00, -335,#2A6573,29.8,24.7
12.0, 121.55,  -24,#337A90,29.8,24.8
12.0, 122.05, -330,#276272,31.6,24.3
12.0, 122.55,-1284,#226472,31.6,24.3
12.0, 123.05,  -31,#297686,30.1,24.9
12.0, 123.55,   -2,#36727D,33.3,24.5
12.0, 124.10, -210,#2D687A,30.5,24.6
12.0, 124.60,   -4,#2C6873,31.8,22.4
12.0, 125.10,  653,#264010,28.6,18.8
12.0, 125.60, -226,#2C575D,34.0,23.8
12.0, 126.15,-7362,#031833,30.3,24.8
12.0, 126.65,-6188,#00283E,29.7,25.1
12.0, 127.15,-5786,#002A3F,29.6,25.1
12.0, 127.65,-5567,#002C41,29.5,25.1
12.0, 128.15,-5523,#002C41,29.5,25.1
12.0, 128.70,-5401,#002C41,29.6,25.0
12.0, 129.20,-5781,#002B40,29.8,25.1
12.0, 129.70,-5748,#002C41,29.9,25.2
12.0, 130.20,-5822,#02283F,30.0,25.0
12.0, 130.70,-5654,#012C3F,29.9,25.2
12.0, 131.25,-5961,#012A3E,29.9,25.4
12.0, 131.75,-5992,#002336,29.7,25.4
12.0, 132.25,-6051,#01273E,29.6,25.5
12.0, 132.75,-5805,#02283D,29.6,25.4
12.0, 133.30,-5744,#002A40,29.6,25.3
12.0, 133.80,-5617,#022F44,29.5,25.3
12.0, 134.30,-5537,#002F3E,29.6,25.3
12.0, 134.80,-4068,#00232C,29.5,25.5
12.0, 135.30,-5662,#0D2C3E,29.4,25.4
12.0, 135.85,-5232,#002F3F,29.4,25.3
12.0, 136.35,-4941,#01273A,29.4,25.2
12.0, 136.85,-5111,#022334,29.4,25.2
12.0, 137.35,-4906,#002430,29.4,25.5
12.0, 137.85,-4709,#003149,29.5,25.3
12.0, 138.40,-4412,#092940,29.4,25.4
12.0, 138.90,-4385,#002E3D,29.4,25.5
12.0, 139.40,-3636,#001721,29.5,25.4
12.0, 139.90,-3315,#184C64,29.5,25.4
12.0, 140.45,-4389,#003248,29.4,25.4
12.0, 140.95,-4585,#0C354B,29.3,25.4
12.0, 141.45,-1834,#1E5B6D,29.4,25.4
12.0, 141.95,-4401,#092B37,29.4,25.3
12.0, 142.45,-2831,#163F51,29.3,25.5
12.0, 143.00,-4165,#043242,29.4,25.4
12.0, 143.50,-3424,#043D48,29.4,25.4
12.0, 144.00,-7606,#03192E,29.3,25.4
12.0, 144.50,-9971,#030929,29.3,25.5
12.0, 145.00,-8201,#001B30,29.4,25.5
12.0, 145.55,-6573,#00263F,29.4,25.5
12.0, 146.05,-6218,#002A3F,29.4,25.2
12.0, 146.55,-3721,#114F68,29.5,25.2
12.0, 147.05,-5534,#002D42,29.6,25.2
12.0, 147.55,-5705,#012C3F,29.4,25.1
12.0, 148.10,-5664,#002B40,29.3,25.2
12.0, 148.60,-5717,#002B40,29.3,25.2
12.0, 149.10,-5876,#002C41,29.3,25.1
12.0, 149.60,-5882,#002C41,29.5,25.2
12.0, 150.15,-5929,#002C41,29.5,25.2
12.0, 150.65,-5949,#002A3E,29.5,25.3
12.0, 151.15,-6055,#002A43,29.4,25.2
12.0, 151.65,-5849,#012A40,29.5,25.1
12.0, 152.15,-6022,#002B40,29.4,25.2
12.0, 152.70,-6056,#002B42,29.4,25.1
