lat,long,altitude,pix,high,low
27.0, -45.70,-3421,#134A5E,27.2, 18.7
27.0, -45.15,-3286,#0E3D4D,27.2, 18.6
27.0, -44.60,-2915,#1E4A55,27.3, 18.6
27.0, -44.00,-3072,#17414D,27.1, 18.5
27.0, -43.45,-3912,#204C59,27.0, 18.3
27.0, -42.90,-4170,#043846,26.9, 18.5
27.0, -42.35,-3742,#0C4153,27.0, 18.4
27.0, -41.80,-4328,#04394B,26.8, 18.4
27.0, -41.20,-4243,#022D3D,26.9, 18.1
27.0, -40.65,-4266,#002237,26.8, 18.2
27.0, -40.10,-4828,#013447,26.7, 17.3
27.0, -39.55,-4709,#00394F,26.7, 17.3
27.0, -38.95,-4404,#002A3B,26.5, 17.2
27.0, -38.40,-5395,#032433,26.5, 16.6
27.0, -37.85,-5175,#023246,26.5, 16.4
27.0, -37.30,-4501,#033649,26.5, 16.3
27.0, -36.75,-4648,#033141,26.3, 16.3
27.0, -36.15,-5037,#002632,26.4, 16.3
27.0, -35.60,-5193,#02283B,26.4, 16.5
27.0, -35.05,-5016,#062D3C,26.4, 16.5
27.0, -34.50,-5098,#042E44,26.5, 16.1
27.0, -33.95,-5227,#002637,26.5, 16.1
27.0, -33.35,-5220,#012C3F,26.3, 16.4
27.0, -32.80,-5136,#002E42,26.1, 16.3
27.0, -32.25,-5373,#022F46,26.0, 16.5
27.0, -31.70,-5171,#052C3D,25.9, 16.7
27.0, -31.10,-5471,#00273D,26.1, 16.9
27.0, -30.55,-5476,#002D3D,26.0, 16.9
27.0, -30.00,-5306,#002D44,26.0, 17.0
27.0, -29.45,-5299,#002A3D,26.0, 17.0
27.0, -28.90,-5342,#002E42,25.9, 17.1
27.0, -28.30,-5224,#002B3C,25.7, 17.5
27.0, -27.75,-5286,#003046,25.7, 17.4
27.0, -27.20,-5165,#003047,25.6, 17.2
27.0, -26.65,-5242,#002F43,25.5, 17.1
27.0, -26.05,-5177,#013044,25.4, 17.0
27.0, -25.50,-5178,#013145,25.4, 16.7
27.0, -24.95,-5014,#023145,25.3, 17.0
27.0, -24.40,-5166,#003046,25.3, 16.3
27.0, -23.85,-5094,#003044,25.2, 15.5
27.0, -23.25,-4976,#003245,25.2, 15.6
27.0, -22.70,-4933,#013145,25.1, 15.6
27.0, -22.15,-4889,#003247,25.2, 15.7
27.0, -21.60,-4790,#003547,25.4, 15.5
27.0, -21.05,-4673,#01354A,25.4, 15.6
27.0, -20.45,-4497,#00374B,25.3, 15.9
27.0, -19.90,-4261,#0B3B4F,25.3, 16.3
27.0, -19.35,-4023,#0B4052,25.4, 15.7
27.0, -18.80,-3811,#114457,25.5, 15.6
27.0, -18.20,-3770,#0E4355,25.1, 15.8
27.0, -17.65,-3700,#104557,25.0, 16.4
27.0, -17.10,-3660,#104557,26.4, 16.2
27.0, -16.55,-3577,#0F4456,28.0, 16.3
27.0, -16.00,-3441,#114658,25.6, 15.3
27.0, -15.40,-3126,#154A5A,24.7, 15.0
